level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	155	178	1012	213	-1	
3	1	1	1	0	0	155	178	1012	213	-1	
4	1	1	1	1	0	155	178	1012	34	-1	
5	1	1	1	1	1	155	178	68	26	92.444061	111-
5	1	1	1	1	2	250	178	62	27	93.212624	The
5	1	1	1	1	3	326	178	251	29	92.174469	brachioradialis
5	1	1	1	1	4	591	180	130	32	96.835670	muscle,
5	1	1	1	1	5	734	181	101	27	96.842598	select
5	1	1	1	1	6	845	181	53	27	96.844238	the
5	1	1	1	1	7	910	183	67	25	95.897964	true
5	1	1	1	1	8	989	183	178	26	96.524956	statement:
4	1	1	1	2	0	213	221	561	36	-1	
5	1	1	1	2	1	213	227	26	21	95.207870	a.
5	1	1	1	2	2	264	221	24	27	81.526314	Is
5	1	1	1	2	3	301	227	36	21	96.819794	an
5	1	1	1	2	4	350	223	138	26	96.445084	extensor
5	1	1	1	2	5	499	223	29	26	96.803307	of
5	1	1	1	2	6	538	223	48	27	96.861794	the
5	1	1	1	2	7	599	223	92	27	96.707138	elbow
5	1	1	1	2	8	699	224	75	33	96.324348	joint.
4	1	1	1	3	0	214	265	713	31	-1	
5	1	1	1	3	1	214	265	27	27	90.766762	b.
5	1	1	1	3	2	262	265	121	28	96.361610	Present
5	1	1	1	3	3	395	272	36	21	96.844498	on
5	1	1	1	3	4	444	267	49	27	96.019775	the
5	1	1	1	3	5	506	267	102	27	95.958824	medial
5	1	1	1	3	6	621	268	64	26	96.961060	side
5	1	1	1	3	7	697	268	30	26	96.309700	of
5	1	1	1	3	8	736	268	50	27	96.236511	the
5	1	1	1	3	9	797	268	130	28	96.236511	forearm.
4	1	1	1	4	0	213	310	739	37	-1	
5	1	1	1	4	1	213	315	26	22	89.889938	c.
5	1	1	1	4	2	262	310	26	27	81.762383	Is
5	1	1	1	4	3	301	311	129	35	96.892242	supplied
5	1	1	1	4	4	444	311	35	36	97.018150	by
5	1	1	1	4	5	493	312	138	35	93.279175	posterior
5	1	1	1	4	6	643	312	201	29	91.275681	interosseous
5	1	1	1	4	7	856	319	96	22	96.468597	nerve.
4	1	1	1	5	0	213	355	626	36	-1	
5	1	1	1	5	1	213	355	28	27	91.034470	d.
5	1	1	1	5	2	262	355	51	27	96.897781	Put
5	1	1	1	5	3	324	356	50	27	96.894653	the
5	1	1	1	5	4	384	356	122	28	94.423058	forearm
5	1	1	1	5	5	521	357	23	27	93.154015	in
5	1	1	1	5	6	558	357	138	34	93.071419	mid-pron
5	1	1	1	5	7	711	358	128	33	96.728828	position.
2	1	2	0	0	0	153	425	1277	128	-1	
3	1	2	1	0	0	153	425	1277	128	-1	
4	1	2	1	1	0	153	425	1277	41	-1	
5	1	2	1	1	1	153	425	69	27	91.623680	112-
5	1	2	1	1	2	249	426	138	34	96.503975	Triangle
5	1	2	1	1	3	398	427	34	27	96.840027	of
5	1	2	1	1	4	443	428	208	27	96.783615	auscultation
5	1	2	1	1	5	667	428	25	27	96.789314	is
5	1	2	1	1	6	706	429	181	27	96.713699	associated
5	1	2	1	1	7	901	429	70	27	96.603104	with
5	1	2	1	1	8	984	430	37	27	96.838501	all
5	1	2	1	1	9	1034	430	34	27	96.950653	of
5	1	2	1	1	10	1078	430	52	27	96.906509	the
5	1	2	1	1	11	1142	431	153	34	96.798714	following
5	1	2	1	1	12	1309	433	121	33	95.996910	except:
4	1	2	1	2	0	211	470	894	38	-1	
5	1	2	1	2	1	211	476	27	20	93.155304	a.
5	1	2	1	2	2	261	470	166	28	92.724335	Latissimus
