level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2331	-1	
2	1	1	0	0	0	47	105	1505	2063	-1	
3	1	1	1	0	0	47	105	1505	801	-1	
4	1	1	1	1	0	47	105	1505	46	-1	
5	1	1	1	1	1	47	105	5	6	0.000000	-
5	1	1	1	1	2	104	125	228	25	36.142220	>
5	1	1	1	1	3	338	127	604	6	11.741219	a
5	1	1	1	1	4	820	118	64	21	9.211569	a
5	1	1	1	1	5	959	131	38	2	20.605536	ae
5	1	1	1	1	6	1008	131	544	20	16.615276	ee
4	1	1	1	2	0	103	218	1448	91	-1	
5	1	1	1	2	1	103	225	298	61	12.566080	Pa
5	1	1	1	2	2	428	279	12	5	37.574425	J
5	1	1	1	2	3	579	237	65	37	28.755770	aa
5	1	1	1	2	4	679	214	73	86	25.851421	aay
5	1	1	1	2	5	765	260	21	3	57.460503	—
5	1	1	1	2	6	830	239	46	42	41.193176	th
5	1	1	1	2	7	901	214	44	86	38.571991	pe
5	1	1	1	2	8	980	214	52	86	45.437111	atl
5	1	1	1	2	9	1052	214	101	86	45.536629	Gs
5	1	1	1	2	10	1210	218	170	73	46.590656	ila
5	1	1	1	2	11	1360	214	22	86	71.589691	J
5	1	1	1	2	12	1548	261	3	48	88.564804	|
4	1	1	1	3	0	258	284	1113	26	-1	
5	1	1	1	3	1	258	287	45	16	22.725090	ia
5	1	1	1	3	2	318	301	21	4	36.801914	a
5	1	1	1	3	3	366	280	23	33	8.278704	ont
5	1	1	1	3	4	402	284	29	17	30.593214	aa
5	1	1	1	3	5	1219	291	152	19	48.619698	Soe
4	1	1	1	4	0	102	343	1168	47	-1	
5	1	1	1	4	1	102	343	2	45	82.420013	|
5	1	1	1	4	2	210	356	122	28	96.073456	Module
5	1	1	1	4	3	346	357	104	28	96.296036	Name:
5	1	1	1	4	4	467	358	205	28	95.374634	Introduction
5	1	1	1	4	5	685	359	62	27	96.634033	and
5	1	1	1	4	6	978	361	85	28	93.270172	Date:
5	1	1	1	4	7	1079	362	47	27	92.814423	18/
5	1	1	1	4	8	1139	362	36	28	91.403389	12
5	1	1	1	4	9	1187	362	83	28	91.403389	/2021
4	1	1	1	5	0	101	391	1328	51	-1	
5	1	1	1	5	1	101	391	2	51	78.241066	|
5	1	1	1	5	2	470	400	132	28	96.688049	Skeletal
5	1	1	1	5	3	616	401	124	35	96.795441	System
5	1	1	1	5	4	977	404	82	27	96.597389	Time
5	1	1	1	5	5	1072	404	139	28	95.939072	allowed:
5	1	1	1	5	6	1227	405	54	27	96.040901	120
5	1	1	1	5	7	1295	406	134	27	96.206429	minutes
4	1	1	1	6	0	209	440	1143	34	-1	
5	1	1	1	6	1	209	440	123	28	95.874786	Module
5	1	1	1	6	2	344	441	97	28	93.292397	Code:
5	1	1	1	6	3	457	442	70	27	92.036758	ISK-
5	1	1	1	6	4	540	442	52	27	87.657730	101
5	1	1	1	6	5	976	446	84	27	96.252251	Total
5	1	1	1	6	6	1074	446	110	27	95.691750	Marks:
5	1	1	1	6	7	1201	447	37	27	96.829803	72
5	1	1	1	6	8	1251	448	101	26	96.013771	marks
4	1	1	1	7	0	100	475	1225	69	-1	
