level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2325	-1	
2	1	1	0	0	0	128	81	108	68	-1	
3	1	1	1	0	0	128	81	108	68	-1	
4	1	1	1	1	0	128	81	108	68	-1	
5	1	1	1	1	1	128	81	108	68	44.198627	it
2	1	2	0	0	0	583	100	314	41	-1	
3	1	2	1	0	0	583	100	314	41	-1	
4	1	2	1	1	0	583	100	314	41	-1	
5	1	2	1	1	1	583	101	107	32	95.417091	Cairo
5	1	2	1	1	2	702	100	195	41	95.417091	University
2	1	3	0	0	0	103	176	159	9	-1	
3	1	3	1	0	0	103	176	159	9	-1	
4	1	3	1	1	0	103	176	159	9	-1	
5	1	3	1	1	1	103	176	53	8	14.110537	[cans
5	1	3	1	1	2	163	177	99	8	91.850800	UNIVERSITY
2	1	4	0	0	0	558	151	376	42	-1	
3	1	4	1	0	0	558	151	376	42	-1	
4	1	4	1	1	0	558	151	376	42	-1	
5	1	4	1	1	1	558	152	142	41	96.551743	Faculty
5	1	4	1	1	2	713	151	39	33	96.704712	of
5	1	4	1	1	3	761	151	173	33	96.596992	Medicine
2	1	5	0	0	0	160	219	376	28	-1	
3	1	5	1	0	0	160	219	376	28	-1	
4	1	5	1	1	0	160	219	376	28	-1	
5	1	5	1	1	1	160	220	81	27	96.550972	END
5	1	5	1	1	2	252	220	136	27	91.836662	Module:
5	1	5	1	1	3	401	219	135	28	91.787659	INT-101
2	1	6	0	0	0	1181	218	267	28	-1	
3	1	6	1	0	0	1181	218	267	28	-1	
4	1	6	1	1	0	1181	218	267	28	-1	
5	1	6	1	1	1	1181	218	86	28	96.689438	Total
5	1	6	1	1	2	1278	218	119	27	96.277885	Marks:
5	1	6	1	1	3	1411	218	37	27	96.619659	24
2	1	7	0	0	0	160	265	375	28	-1	
3	1	7	1	0	0	160	265	375	28	-1	
4	1	7	1	1	0	160	265	375	28	-1	
5	1	7	1	1	1	160	265	85	27	96.229179	Time
5	1	7	1	1	2	256	265	137	28	96.365105	allowed:
5	1	7	1	1	3	415	265	37	27	95.347321	60
5	1	7	1	1	4	464	265	71	27	95.347321	min.
2	1	8	0	0	0	1158	263	314	27	-1	
3	1	8	1	0	0	1158	263	314	27	-1	
4	1	8	1	1	0	1158	263	314	27	-1	
5	1	8	1	1	1	1158	264	88	26	96.042603	Date:
5	1	8	1	1	2	1267	263	106	27	52.629562	24/12
5	1	8	1	1	3	1384	263	88	27	91.977180	/2020
2	1	9	0	0	0	130	365	1120	37	-1	
3	1	9	1	0	0	130	365	1120	37	-1	
4	1	9	1	1	0	130	365	1120	37	-1	
5	1	9	1	1	1	130	367	50	35	96.605293	48
5	1	9	1	1	2	180	367	141	35	96.605293	Multiple
5	1	9	1	1	3	332	367	126	28	96.348312	Choices
5	1	9	1	1	4	469	367	154	35	96.298309	questions
5	1	9	1	1	5	635	366	41	34	65.685783	(4
5	1	9	1	1	6	685	366	86	27	96.077393	mark
5	1	9	1	1	7	773	366	55	34	96.581207	for
5	1	9	1	1	8	836	365	73	28	96.617294	each
5	1	9	1	1	9	922	365	146	36	96.637505	question)
5	1	9	1	1	10	1080	365	31	27	96.931023	in
5	1	9	1	1	11	1121	365	21	35	96.361290	6
5	1	9	1	1	12	1147	373	103	27	96.361290	pages.
2	1	10	0	0	0	133	417	1312	43	-1	
3	1	10	1	0	0	133	417	1312	43	-1	
4	1	10	1	1	0	133	417	1312	43	-1	
5	1	10	1	1	1	133	419	129	41	19.701366	Identify
5	1	10	1	1	2	270	419	54	32	96.980774	the
5	1	10	1	1	3	335	419	108	32	96.403244	choice
5	1	10	1	1	4	455	419	68	31	96.386604	that
5	1	10	1	1	5	530	419	76	31	96.886978	best
5	1	10	1	1	6	613	418	176	40	96.370750	completes
5	1	10	1	1	7	800	418	53	31	96.279755	the
5	1	10	1	1	8	862	421	174	28	96.526894	statement
5	1	10	1	1	9	1043	426	40	23	96.539207	or
5	1	10	1	1	10	1089	426	137	23	96.225578	answers
5	1	10	1	1	11	1238	417	51	31	96.225578	the
5	1	10	1	1	12	1300	419	145	38	96.795013	question
2	1	11	0	0	0	132	523	814	36	-1	
3	1	11	1	0	0	132	523	814	36	-1	
4	1	11	1	1	0	132	523	814	36	-1	
5	1	11	1	1	1	132	524	26	27	96.422157	1.
5	1	11	1	1	2	181	524	70	27	96.142204	Iron
5	1	11	1	1	3	264	524	201	35	95.922562	hematoxylin
5	1	11	1	1	4	477	524	77	27	95.558914	stain
5	1	11	1	1	5	567	524	24	27	96.913773	is
5	1	11	1	1	6	604	523	72	28	96.248810	used
5	1	11	1	1	7	688	525	31	25	96.402618	to
5	1	11	1	1	8	730	523	216	27	95.981720	demonstrate:
2	1	12	0	0	0	169	575	571	27	-1	
3	1	12	1	0	0	169	575	571	27	-1	
4	1	12	1	1	0	169	575	571	27	-1	
5	1	12	1	1	1	169	583	27	19	94.776909	a.
5	1	12	1	1	2	208	575	225	27	93.296761	Mitochondria
5	1	12	1	1	3	452	575	14	27	93.217041	&
5	1	12	1	1	4	487	575	55	27	95.891090	cell
5	1	12	1	1	5	554	575	186	27	96.103226	membrane.
2	1	13	0	0	0	1014	573	477	28	-1	
3	1	13	1	0	0	1014	573	477	28	-1	
4	1	13	1	1	0	1014	573	477	28	-1	
5	1	13	1	1	1	1014	574	19	27	93.259521	b
5	1	13	1	1	2	1045	573	226	28	93.229790	Mitochondria
5	1	13	1	1	3	1283	573	30	27	93.195953	&
5	1	13	1	1	4	1325	573	166	27	96.531677	centrioles.
2	1	14	0	0	0	169	626	507	35	-1	
3	1	14	1	0	0	169	626	507	35	-1	
4	1	14	1	1	0	169	626	507	35	-1	
5	1	14	1	1	1	169	634	25	19	87.245590	c.
5	1	14	1	1	2	207	629	203	32	89.970650	proteasomes
5	1	14	1	1	3	430	626	15	27	93.197029	&
5	1	14	1	1	4	464	626	212	35	96.389351	peroxisomes.
2	1	15	0	0	0	1008	624	485	35	-1	
3	1	15	1	0	0	1008	624	485	35	-1	
4	1	15	1	1	0	1008	624	485	35	-1	
5	1	15	1	1	1	1008	625	29	26	90.670326	d.
5	1	15	1	1	2	1050	628	205	31	90.240036	proteasomes
5	1	15	1	1	3	1266	624	28	27	92.608795	&
5	1	15	1	1	4	1307	625	186	34	91.367973	Lysosomes.
2	1	16	0	0	0	179	719	742	36	-1	
3	1	16	1	0	0	179	719	742	36	-1	
4	1	16	1	1	0	179	719	742	36	-1	
5	1	16	1	1	1	179	720	253	28	91.860489	Microfilaments
5	1	16	1	1	2	443	720	78	28	95.634361	form
5	1	16	1	1	3	534	720	51	27	95.634361	the
5	1	16	1	1	4	595	719	154	36	95.380753	following
5	1	16	1	1	5	760	722	161	25	96.514824	structure:
2	1	17	0	0	0	180	772	247	28	-1	
3	1	17	1	0	0	180	772	247	28	-1	
4	1	17	1	1	0	180	772	247	28	-1	
5	1	17	1	1	1	180	781	27	18	96.261124	a.
5	1	17	1	1	2	218	772	80	28	96.332298	Core
5	1	17	1	1	3	309	772	35	28	96.332298	of
5	1	17	1	1	4	351	772	76	27	96.842751	cilia.
2	1	18	0	0	0	1021	770	302	36	-1	
3	1	18	1	0	0	1021	770	302	36	-1	
4	1	18	1	1	0	1021	770	302	36	-1	
5	1	18	1	1	1	1021	772	28	26	92.875595	b.
5	1	18	1	1	2	1062	771	80	27	96.877419	Core
5	1	18	1	1	3	1153	771	36	27	96.230812	of
5	1	18	1	1	4	1196	770	127	36	96.786934	flagella.
2	1	19	0	0	0	1013	821	341	27	-1	
3	1	19	1	0	0	1013	821	341	27	-1	
4	1	19	1	1	0	1013	821	341	27	-1	
5	1	19	1	1	1	1013	822	29	26	93.043167	d.
5	1	19	1	1	2	1055	822	80	26	96.157608	Core
