level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	226	239	1236	91	-1	
3	1	1	1	0	0	226	239	1236	91	-1	
4	1	1	1	1	0	226	239	1236	91	-1	
5	1	1	1	1	1	226	239	1236	91	95.000000	 
2	1	2	0	0	0	271	360	980	65	-1	
3	1	2	1	0	0	271	360	980	65	-1	
4	1	2	1	1	0	271	360	980	65	-1	
5	1	2	1	1	1	271	384	39	24	92.285400	62-
5	1	2	1	1	2	319	384	22	23	93.304359	In
5	1	2	1	1	3	352	382	65	25	92.869476	Erb’s
5	1	2	1	1	4	428	375	124	34	96.896400	paralysis,
5	1	2	1	1	5	562	377	40	24	96.205452	the
5	1	2	1	1	6	612	374	126	28	96.205452	deformity
5	1	2	1	1	7	748	370	21	24	95.011116	is
5	1	2	1	1	8	779	360	100	65	2.291584	erat
5	1	2	1	1	9	888	373	63	51	96.893570	drop.
5	1	2	1	1	10	1019	387	22	24	85.929367	d.
5	1	2	1	1	11	1054	378	156	31	85.929367	Policeman’s
5	1	2	1	1	12	1220	373	31	30	95.718178	tip
2	1	3	0	0	0	309	410	401	33	-1	
3	1	3	1	0	0	309	410	401	33	-1	
4	1	3	1	1	0	309	410	401	33	-1	
5	1	3	1	1	1	309	425	20	18	96.185471	a.
5	1	3	1	1	2	348	418	59	25	96.431259	Claw
5	1	3	1	1	3	416	412	65	27	96.320427	hand.
5	1	3	1	1	4	555	412	20	24	91.483109	b.
5	1	3	1	1	5	585	413	48	29	96.809746	Ape
5	1	3	1	1	6	644	410	66	26	96.900314	hand.
2	1	4	0	0	0	1261	358	112	46	-1	
3	1	4	1	0	0	1261	358	112	46	-1	
4	1	4	1	1	0	1261	358	112	46	-1	
5	1	4	1	1	1	1261	358	112	46	96.942818	position.
2	1	5	0	0	0	273	458	968	254	-1	
3	1	5	1	0	0	273	458	973	118	-1	
4	1	5	1	1	0	273	458	968	88	-1	
5	1	5	1	1	1	273	482	94	24	6.943321	Was
5	1	5	1	1	2	376	480	65	58	21.502800	rite
5	1	5	1	1	3	465	476	122	64	25.493240	etal
5	1	5	1	1	4	597	474	130	30	15.621166	eens
5	1	5	1	1	5	738	468	72	26	24.178394	brane
5	1	5	1	1	6	860	458	49	76	50.672386	rst
5	1	5	1	1	7	923	474	45	48	50.672386	pat
5	1	5	1	1	8	977	489	25	25	96.899582	of
5	1	5	1	1	9	1009	489	39	24	96.897034	the
5	1	5	1	1	10	1057	485	90	61	30.630764	peer
5	1	5	1	1	11	1156	482	85	63	17.316484	oy
4	1	5	1	2	0	310	516	845	60	-1	
5	1	5	1	2	1	310	523	20	53	10.145044	:
5	1	5	1	2	2	341	516	89	59	35.338142	ne
5	1	5	1	2	3	440	547	46	28	96.585358	part
5	1	5	1	2	4	495	547	23	22	96.717026	of
5	1	5	1	2	5	525	547	36	23	96.228706	the
5	1	5	1	2	6	571	547	85	29	95.557785	axillary
5	1	5	1	2	7	665	546	76	27	95.557785	artery.
5	1	5	1	2	8	822	533	22	24	84.278671	d.
5	1	5	1	2	9	855	529	63	26	96.704933	Third
5	1	5	1	2	10	928	529	48	30	96.847443	part
5	1	5	1	2	11	986	527	24	24	96.923019	of
5	1	5	1	2	12	1017	526	39	24	96.021873	the
5	1	5	1	2	13	1066	528	89	24	60.688393	axillary
3	1	5	2	0	0	274	584	781	119	-1	
4	1	5	2	1	0	274	584	752	76	-1	
