level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1642	2322	-1	
2	1	1	0	0	0	1296	136	247	29	-1	
3	1	1	1	0	0	1296	136	247	29	-1	
4	1	1	1	1	0	1296	136	247	29	-1	
5	1	1	1	1	1	1296	136	247	29	43.553791	|
2	1	2	0	0	0	141	184	751	36	-1	
3	1	2	1	0	0	141	184	751	36	-1	
4	1	2	1	1	0	141	184	751	36	-1	
5	1	2	1	1	1	141	185	50	26	92.587845	33-
5	1	2	1	1	2	202	184	64	28	94.972664	The
5	1	2	1	1	3	279	185	271	34	94.972664	communicating
5	1	2	1	1	4	563	186	76	33	96.663933	type
5	1	2	1	1	5	652	180	28	44	96.906921	of
5	1	2	1	1	6	674	184	166	36	94.722069	junction
5	1	2	1	1	7	854	185	38	27	94.722069	is:
2	1	3	0	0	0	201	227	276	34	-1	
3	1	3	1	0	0	201	227	276	34	-1	
4	1	3	1	1	0	201	227	276	34	-1	
5	1	3	1	1	1	201	234	28	21	96.847221	a.
5	1	3	1	1	2	250	227	82	34	95.896088	Tight
5	1	3	1	1	3	341	227	136	34	95.896088	junction.
2	1	4	0	0	0	909	227	339	35	-1	
3	1	4	1	0	0	909	227	339	35	-1	
4	1	4	1	1	0	909	227	339	35	-1	
5	1	4	1	1	1	909	228	29	27	93.122047	b.
5	1	4	1	1	2	950	227	153	28	96.709541	Adherent
5	1	4	1	1	3	1112	228	136	34	96.610390	junction.
2	1	5	0	0	0	201	269	257	35	-1	
3	1	5	1	0	0	201	269	257	35	-1	
4	1	5	1	1	0	201	269	257	35	-1	
5	1	5	1	1	1	201	277	28	21	90.990547	c.
5	1	5	1	1	2	252	265	48	44	96.420715	Gap
5	1	5	1	1	3	294	269	164	35	95.182198	junction.
2	1	6	0	0	0	910	271	278	27	-1	
3	1	6	1	0	0	910	271	278	27	-1	
4	1	6	1	1	0	910	271	278	27	-1	
5	1	6	1	1	1	910	271	30	27	91.541481	d.
5	1	6	1	1	2	955	271	233	27	92.167641	Desmosomes.
2	1	7	0	0	0	141	337	984	35	-1	
3	1	7	1	0	0	141	337	984	35	-1	
4	1	7	1	1	0	141	337	984	35	-1	
5	1	7	1	1	1	141	338	50	26	92.747917	34-
5	1	7	1	1	2	202	337	62	27	96.148972	The
5	1	7	1	1	3	278	338	202	27	96.088478	intercellular
5	1	7	1	1	4	491	344	99	28	96.513054	space
5	1	7	1	1	5	603	338	28	27	95.888344	in
5	1	7	1	1	6	646	338	120	27	95.552673	macula
5	1	7	1	1	7	779	338	157	27	95.552673	adherens
5	1	7	1	1	8	950	344	175	21	96.234520	measures:
2	1	8	0	0	0	206	381	121	27	-1	
3	1	8	1	0	0	206	381	121	27	-1	
4	1	8	1	1	0	206	381	121	27	-1	
5	1	8	1	1	1	206	387	28	21	95.503029	a.
5	1	8	1	1	2	247	381	80	27	95.503029	Zero.
2	1	9	0	0	0	534	381	128	27	-1	
3	1	9	1	0	0	534	381	128	27	-1	
4	1	9	1	1	0	534	381	128	27	-1	
5	1	9	1	1	1	534	381	28	27	86.314865	b.
5	1	9	1	1	2	576	381	86	27	60.876019	3.nm.
2	1	10	0	0	0	866	381	200	27	-1	
3	1	10	1	0	0	866	381	200	27	-1	
4	1	10	1	1	0	866	381	200	27	-1	
5	1	10	1	1	1	866	388	28	20	92.364334	c.
5	1	10	1	1	2	910	381	87	27	96.403854	15-20
5	1	10	1	1	3	1010	388	56	20	96.019119	nm.
2	1	11	0	0	0	1271	381	148	28	-1	
3	1	11	1	0	0	1271	381	148	28	-1	
4	1	11	1	1	0	1271	381	148	28	-1	
5	1	11	1	1	1	1271	381	29	28	90.403458	d.
5	1	11	1	1	2	1314	381	37	27	95.056152	30
5	1	11	1	1	3	1364	387	55	21	95.056152	nm.
2	1	12	0	0	0	141	447	1146	36	-1	
3	1	12	1	0	0	141	447	1146	36	-1	
4	1	12	1	1	0	141	447	1146	36	-1	
5	1	12	1	1	1	141	448	50	26	93.209076	35-
5	1	12	1	1	2	202	448	174	34	96.192772	Regarding
5	1	12	1	1	3	391	447	93	27	96.192772	RBCs
5	1	12	1	1	4	497	448	179	34	96.070122	adaptation
5	1	12	1	1	5	689	450	33	25	95.917427	to
5	1	12	1	1	6	735	448	131	34	96.117798	perform
5	1	12	1	1	7	881	448	78	27	95.408180	their
5	1	12	1	1	8	969	449	149	32	95.832024	function,
5	1	12	1	1	9	1132	449	82	34	96.155014	They
5	1	12	1	1	10	1227	455	60	21	96.919487	are:
2	1	13	0	0	0	201	489	1087	36	-1	
3	1	13	1	0	0	201	489	1087	36	-1	
4	1	13	1	1	0	201	489	1087	36	-1	
5	1	13	1	1	1	201	496	27	21	96.442337	a.
5	1	13	1	1	2	242	489	168	35	96.206367	Containing
5	1	13	1	1	3	423	490	136	27	96.089340	carbonic
5	1	13	1	1	4	570	491	167	33	96.406036	anhydrase
5	1	13	1	1	5	749	497	132	28	33.834915	enzyme.
5	1	13	1	1	6	918	491	27	27	54.448410	b.
5	1	13	1	1	7	959	491	67	27	96.231476	Rich
5	1	13	1	1	8	1041	491	23	27	96.231476	in
5	1	13	1	1	9	1079	491	209	27	96.389481	mitochondria.
2	1	14	0	0	0	201	531	522	35	-1	
3	1	14	1	0	0	201	531	522	35	-1	
4	1	14	1	1	0	201	531	522	35	-1	
5	1	14	1	1	1	201	538	26	20	92.857582	c.
5	1	14	1	1	2	243	531	107	34	96.796844	Having
5	1	14	1	1	3	364	537	17	21	95.332718	a
5	1	14	1	1	4	395	532	104	26	96.326569	central
5	1	14	1	1	5	512	532	132	34	96.227371	granular
5	1	14	1	1	6	655	533	68	33	96.227371	part.
2	1	15	0	0	0	918	530	466	30	-1	
3	1	15	1	0	0	918	530	466	30	-1	
4	1	15	1	1	0	918	530	466	30	-1	
5	1	15	1	1	1	918	532	28	27	91.326172	d.
5	1	15	1	1	2	961	532	67	27	96.255287	Rich
5	1	15	1	1	3	1043	532	23	27	93.285141	in
5	1	15	1	1	4	1082	530	69	30	81.986847	Ca**
5	1	15	1	1	5	1161	533	56	26	95.636703	and
5	1	15	1	1	6	1231	533	153	26	96.343704	serotonin.
2	1	16	0	0	0	140	597	1068	35	-1	
3	1	16	1	0	0	140	597	1068	35	-1	
4	1	16	1	1	0	140	597	1068	35	-1	
5	1	16	1	1	1	140	597	50	27	93.203033	36-
5	1	16	1	1	2	202	597	172	27	96.465416	Formation
5	1	16	1	1	3	387	597	32	27	95.615257	of
5	1	16	1	1	4	430	603	39	21	96.985725	an
5	1	16	1	1	5	483	598	158	26	95.775963	abnormal
5	1	16	1	1	6	657	598	73	33	96.669441	rigid
5	1	16	1	1	7	744	599	72	33	96.839088	type
5	1	16	1	1	8	829	598	33	27	96.657127	of
5	1	16	1	1	9	873	598	45	27	96.920967	Hb
5	1	16	1	1	10	931	598	95	34	95.637367	(HBS)
5	1	16	1	1	11	1042	599	113	26	95.886154	results
5	1	16	1	1	12	1170	599	38	26	96.976463	in:
2	1	17	0	0	0	205	639	300	33	-1	
3	1	17	1	0	0	205	639	300	33	-1	
4	1	17	1	1	0	205	639	300	33	-1	
5	1	17	1	1	1	205	645	26	20	96.403816	a.
5	1	17	1	1	2	244	639	126	33	96.583206	Aplastic
5	1	17	1	1	3	381	639	124	26	96.639023	anemia.
2	1	18	0	0	0	882	639	335	27	-1	
3	1	18	1	0	0	882	639	335	27	-1	
4	1	18	1	1	0	882	639	335	27	-1	
5	1	18	1	1	1	882	640	28	26	92.670204	b.
5	1	18	1	1	2	925	639	92	27	96.011772	Sickle
5	1	18	1	1	3	1029	640	52	26	96.755653	cell
5	1	18	1	1	4	1094	640	123	26	96.340881	anemia.
2	1	19	0	0	0	205	679	271	34	-1	
3	1	19	1	0	0	205	679	271	34	-1	
4	1	19	1	1	0	205	679	271	34	-1	
5	1	19	1	1	1	205	686	26	20	91.035179	c.
5	1	19	1	1	2	246	679	230	34	90.667938	Spherocytosis.
2	1	20	0	0	0	884	681	163	26	-1	
3	1	20	1	0	0	884	681	163	26	-1	
4	1	20	1	1	0	884	681	163	26	-1	
5	1	20	1	1	1	884	681	28	26	92.123856	d.
5	1	20	1	1	2	927	681	120	26	90.883156	Favism.
2	1	21	0	0	0	139	746	813	34	-1	
3	1	21	1	0	0	139	746	813	34	-1	
4	1	21	1	1	0	139	746	813	34	-1	
5	1	21	1	1	1	139	746	50	26	92.716072	37-
5	1	21	1	1	2	201	746	135	26	96.592873	Lambda
5	1	21	1	1	3	348	746	146	34	96.259468	granules
5	1	21	1	1	4	508	746	33	26	95.923004	of
5	1	21	1	1	5	553	746	93	27	95.494232	blood
5	1	21	1	1	6	661	747	142	33	96.308792	platelets
5	1	21	1	1	7	817	747	135	27	96.273689	contain:
2	1	22	0	0	0	193	787	227	33	-1	
3	1	22	1	0	0	193	787	227	33	-1	
4	1	22	1	1	0	193	787	227	33	-1	
5	1	22	1	1	1	193	792	26	21	91.265572	a.
5	1	22	1	1	2	234	787	186	33	91.265572	Lysosomes.
2	1	23	0	0	0	899	788	270	26	-1	
3	1	23	1	0	0	899	788	270	26	-1	
4	1	23	1	1	0	899	788	270	26	-1	
5	1	23	1	1	1	899	788	27	26	91.877686	b.
5	1	23	1	1	2	939	788	68	26	96.467880	ATP
5	1	23	1	1	3	1019	788	58	26	95.580910	and
5	1	23	1	1	4	1089	788	80	26	96.040321	ADP.
2	1	24	0	0	0	192	827	281	28	-1	
3	1	24	1	0	0	192	827	281	28	-1	
4	1	24	1	1	0	192	827	281	28	-1	
5	1	24	1	1	1	192	834	26	21	91.223221	c.
5	1	24	1	1	2	234	827	112	28	96.701164	Growth
5	1	24	1	1	3	359	829	114	26	96.687035	factors.
2	1	25	0	0	0	899	829	280	34	-1	
3	1	25	1	0	0	899	829	280	34	-1	
4	1	25	1	1	0	899	829	280	34	-1	
5	1	25	1	1	1	899	830	29	26	92.706749	d.
5	1	25	1	1	2	942	830	110	33	96.924652	clotting
5	1	25	1	1	3	1064	829	115	27	96.799255	factors.
2	1	26	0	0	0	138	894	1345	35	-1	
3	1	26	1	0	0	138	894	1345	35	-1	
4	1	26	1	1	0	138	894	1345	35	-1	
5	1	26	1	1	1	138	894	51	27	93.019073	38-
5	1	26	1	1	2	199	894	62	27	96.841858	The
5	1	26	1	1	3	275	894	93	27	95.886452	blood
5	1	26	1	1	4	382	896	96	25	96.763748	count
5	1	26	1	1	5	490	895	33	26	96.522125	of
5	1	26	1	1	6	533	901	17	20	96.226509	a
5	1	26	1	1	7	564	895	116	33	96.753197	patient
5	1	26	1	1	8	692	895	150	34	96.498566	suffering
5	1	26	1	1	9	856	895	75	27	96.249779	from
