level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	173	282	46	9	-1	
3	1	1	1	0	0	173	282	46	9	-1	
4	1	1	1	1	0	173	282	46	9	-1	
5	1	1	1	1	1	173	282	46	9	41.246647	[a
2	1	2	0	0	0	975	339	201	22	-1	
3	1	2	1	0	0	975	339	201	22	-1	
4	1	2	1	1	0	975	339	201	22	-1	
5	1	2	1	1	1	975	339	201	22	0.000000	ndssscstosssnnassree”
2	1	3	0	0	0	216	331	748	54	-1	
3	1	3	1	0	0	216	331	748	54	-1	
4	1	3	1	1	0	216	331	748	54	-1	
5	1	3	1	1	1	216	331	43	28	93.117500	26-
5	1	3	1	1	2	269	336	52	29	95.907227	The
5	1	3	1	1	3	333	346	70	24	97.007172	most
5	1	3	1	1	4	412	350	118	22	96.254539	common
5	1	3	1	1	5	541	350	57	31	96.791016	type
5	1	3	1	1	6	609	354	26	23	93.299042	of
5	1	3	1	1	7	643	355	52	25	64.075546	C.T.
5	1	3	1	1	8	707	355	21	24	96.694290	in
5	1	3	1	1	9	739	355	40	25	96.783592	the
5	1	3	1	1	10	789	355	68	26	91.415764	adult
5	1	3	1	1	11	866	348	68	29	96.908730	body
5	1	3	1	1	12	943	345	21	40	96.957405	is
2	1	4	0	0	0	1222	356	25	22	-1	
3	1	4	1	0	0	1222	356	25	22	-1	
4	1	4	1	1	0	1222	356	25	22	-1	
5	1	4	1	1	1	1222	356	25	22	84.505302	re
2	1	5	0	0	0	281	379	234	36	-1	
3	1	5	1	0	0	281	379	234	36	-1	
4	1	5	1	1	0	281	379	234	36	-1	
5	1	5	1	1	1	281	383	22	20	96.646645	a.
5	1	5	1	1	2	315	379	81	29	96.996964	Brown
5	1	5	1	1	3	407	383	108	32	94.994354	adipose.
2	1	6	0	0	0	606	390	150	27	-1	
3	1	6	1	0	0	606	390	150	27	-1	
4	1	6	1	1	0	606	390	150	27	-1	
5	1	6	1	1	1	606	390	21	25	92.017891	b.
5	1	6	1	1	2	640	392	116	25	90.326385	Reticular.
2	1	7	0	0	0	855	386	128	27	-1	
3	1	7	1	0	0	855	386	128	27	-1	
4	1	7	1	1	0	855	386	128	27	-1	
5	1	7	1	1	1	855	395	20	18	92.263519	c.
5	1	7	1	1	2	887	386	96	24	84.312538	Mucoid.
2	1	8	0	0	0	1083	362	136	36	-1	
3	1	8	1	0	0	1083	362	136	36	-1	
4	1	8	1	1	0	1083	362	136	36	-1	
5	1	8	1	1	1	1083	375	14	23	81.820915	d.
5	1	8	1	1	2	1117	366	78	31	91.605034	Loose
5	1	8	1	1	3	1205	362	14	19	94.930702	4
2	1	9	0	0	0	223	440	501	45	-1	
3	1	9	1	0	0	223	440	501	45	-1	
4	1	9	1	1	0	223	440	501	45	-1	
