level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	292	6	1356	2	-1	
3	1	1	1	0	0	292	6	1356	2	-1	
4	1	1	1	1	0	292	6	1356	2	-1	
5	1	1	1	1	1	292	6	1356	2	95.000000	 
2	1	2	0	0	0	149	188	1373	203	-1	
3	1	2	1	0	0	149	188	1373	203	-1	
4	1	2	1	1	0	149	188	1373	35	-1	
5	1	2	1	1	1	149	188	49	26	92.946487	58-
5	1	2	1	1	2	210	188	110	34	95.784973	During
5	1	2	1	1	3	334	188	122	26	96.884819	second
5	1	2	1	1	4	470	188	87	27	96.414108	week
5	1	2	1	1	5	568	188	34	27	95.969261	of
5	1	2	1	1	6	613	194	188	29	95.969261	pregnancy,
5	1	2	1	1	7	815	195	61	20	96.884674	one
5	1	2	1	1	8	889	189	34	26	96.446205	of
5	1	2	1	1	9	933	188	52	27	96.560303	the
5	1	2	1	1	10	997	188	155	35	96.124619	following
5	1	2	1	1	11	1166	190	185	26	96.387466	statements
5	1	2	1	1	12	1366	189	26	26	96.743004	is
5	1	2	1	1	13	1407	195	115	28	96.348915	wrong:
4	1	2	1	2	0	208	230	711	34	-1	
5	1	2	1	2	1	208	236	27	20	96.940010	a.
5	1	2	1	2	2	256	230	60	26	96.560867	The
5	1	2	1	2	3	329	230	157	34	96.564880	blastocyst
5	1	2	1	2	4	499	230	161	34	96.704720	completes
5	1	2	1	2	5	674	230	33	27	96.090134	its
5	1	2	1	2	6	721	230	198	34	96.576927	implantation.
4	1	2	1	3	0	210	272	724	35	-1	
5	1	2	1	3	1	210	272	26	26	89.885605	b.
5	1	2	1	3	2	256	272	60	26	96.428734	The
5	1	2	1	3	3	327	272	177	33	95.467461	trophoblast
5	1	2	1	3	4	516	272	204	27	96.774353	differentiates
5	1	2	1	3	5	734	273	54	26	96.989990	into
5	1	2	1	3	6	801	273	17	26	96.992912	2
5	1	2	1	3	7	832	273	102	34	96.877304	layers.
4	1	2	1	4	0	209	314	785	29	-1	
5	1	2	1	4	1	209	320	26	21	90.407722	c.
5	1	2	1	4	2	256	314	60	27	95.971436	The
5	1	2	1	4	3	330	314	78	27	95.721031	inner
5	1	2	1	4	4	419	314	51	27	96.543556	cell
5	1	2	1	4	5	483	320	83	22	96.726463	mass
5	1	2	1	4	6	580	314	142	28	96.601662	becomes
5	1	2	1	4	7	725	310	16	44	93.088280	a
5	1	2	1	4	8	764	315	149	28	92.528427	trilaminar
5	1	2	1	4	9	924	315	70	28	96.252960	disc.
4	1	2	1	5	0	209	357	521	34	-1	
5	1	2	1	5	1	209	357	28	26	92.315300	d.
5	1	2	1	5	2	257	357	59	26	95.818817	The
5	1	2	1	5	3	329	357	132	27	96.026833	amniotic
5	1	2	1	5	4	473	357	90	34	96.976898	cavity
5	1	2	1	5	5	576	357	22	27	96.411514	is
5	1	2	1	5	6	610	357	120	27	96.209297	formed.
2	1	3	0	0	0	148	423	1055	200	-1	
3	1	3	1	0	0	148	423	1055	200	-1	
4	1	3	1	1	0	148	423	1055	36	-1	
5	1	3	1	1	1	148	423	50	27	93.038246	59-
5	1	3	1	1	2	208	423	197	35	96.098015	Concerning
5	1	3	1	1	3	417	424	52	27	95.807205	the
5	1	3	1	1	4	483	424	151	34	95.807205	placenta,
5	1	3	1	1	5	649	431	61	20	95.885704	one
5	1	3	1	1	6	722	425	34	26	96.983063	of
5	1	3	1	1	7	766	425	53	27	96.425919	the
5	1	3	1	1	8	830	425	156	34	96.425919	following
5	1	3	1	1	9	1000	425	27	27	96.569901	is
5	1	3	1	1	10	1043	425	160	27	96.413139	incorrect:
