level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1200	1800	-1	
2	1	1	0	0	0	98	150	503	31	-1	
3	1	1	1	0	0	98	150	503	31	-1	
4	1	1	1	1	0	98	150	503	31	-1	
5	1	1	1	1	1	98	171	7	5	45.702606	©
5	1	1	1	1	2	140	151	13	19	76.917557	\t
5	1	1	1	1	3	161	152	40	20	96.720016	has
5	1	1	1	1	4	204	147	11	38	96.625137	a
5	1	1	1	1	5	232	156	72	25	91.960518	lateral,
5	1	1	1	1	6	315	164	12	14	91.960518	a
5	1	1	1	1	7	336	153	69	24	95.432640	medial
5	1	1	1	1	8	413	150	41	21	96.885811	and
5	1	1	1	1	9	463	154	12	14	96.827461	a
5	1	1	1	1	10	484	150	55	20	91.678726	short
5	1	1	1	1	11	548	152	53	23	84.764061	heaq
2	1	2	0	0	0	109	183	633	33	-1	
3	1	2	1	0	0	109	183	633	33	-1	
4	1	2	1	1	0	109	183	633	33	-1	
5	1	2	1	1	1	109	184	86	26	50.668106	brLong
5	1	2	1	1	2	205	188	55	22	96.951195	head
5	1	2	1	1	3	269	194	59	18	97.000916	takes
5	1	2	1	1	4	336	190	58	24	96.705307	origin
5	1	2	1	1	5	402	187	49	19	91.097847	from
5	1	2	1	1	6	460	185	143	24	86.152306	supraglenoid
5	1	2	1	1	7	611	191	85	25	72.004265	tubercle
5	1	2	1	1	8	703	183	21	21	81.463577	Of
5	1	2	1	1	9	731	185	11	15	37.743446	5
2	1	3	0	0	0	743	170	73	29	-1	
3	1	3	1	0	0	743	170	73	29	-1	
4	1	3	1	1	0	743	170	73	29	-1	
5	1	3	1	1	1	743	170	73	29	86.616493	capula
2	1	4	0	0	0	751	200	105	33	-1	
3	1	4	1	0	0	751	200	105	33	-1	
4	1	4	1	1	0	751	200	105	33	-1	
5	1	4	1	1	1	751	214	21	19	95.623207	to
5	1	4	1	1	2	779	208	35	20	96.635048	the
5	1	4	1	1	3	822	200	34	22	43.701698	ole’
2	1	5	0	0	0	857	190	249	34	-1	
3	1	5	1	0	0	857	190	249	34	-1	
4	1	5	1	1	0	857	190	249	34	-1	
5	1	5	1	1	1	857	192	79	25	42.916870	cranon
5	1	5	1	1	2	946	190	84	22	73.797989	Process
5	1	5	1	1	3	1039	198	19	18	87.689301	of
5	1	5	1	1	4	1065	202	41	22	95.804436	ulna
2	1	6	0	0	0	108	219	336	32	-1	
3	1	6	1	0	0	108	219	336	32	-1	
4	1	6	1	1	0	108	219	336	32	-1	
5	1	6	1	1	1	108	223	20	14	62.551132	£.
5	1	6	1	1	2	138	219	13	18	77.167671	It
5	1	6	1	1	3	159	219	17	20	80.378647	is
5	1	6	1	1	4	186	224	94	22	96.466484	supplied
5	1	6	1	1	5	289	228	25	23	93.265701	by
5	1	6	1	1	6	323	225	121	24	0.865173	ulnarnerve
2	1	7	0	0	0	543	216	207	33	-1	
3	1	7	1	0	0	543	216	207	33	-1	
4	1	7	1	1	0	543	216	207	33	-1	
5	1	7	1	1	1	543	224	64	25	0.000000	_AEIt
5	1	7	1	1	2	616	233	15	15	34.283455	ig
5	1	7	1	1	3	641	218	83	31	85.902390	inserted
5	1	7	1	1	4	733	216	17	19	21.118746	I!
2	1	8	0	0	0	822	241	220	42	-1	
3	1	8	1	0	0	822	241	220	42	-1	
4	1	8	1	1	0	822	241	220	42	-1	
