level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2331	-1	
2	1	1	0	0	0	104	125	311	15	-1	
3	1	1	1	0	0	104	125	311	15	-1	
4	1	1	1	1	0	104	125	311	15	-1	
5	1	1	1	1	1	104	125	311	15	23.902054	ee
2	1	2	0	0	0	610	129	713	6	-1	
3	1	2	1	0	0	610	129	713	6	-1	
4	1	2	1	1	0	610	129	713	6	-1	
5	1	2	1	1	1	610	129	39	2	18.905716	SR
5	1	2	1	1	2	1009	115	24	28	18.553228	ss
5	1	2	1	1	3	1013	131	282	4	17.113600	YS
5	1	2	1	1	4	1308	133	15	2	24.959040	IE
2	1	3	0	0	0	258	191	168	8	-1	
3	1	3	1	0	0	258	191	168	8	-1	
4	1	3	1	1	0	258	191	168	8	-1	
5	1	3	1	1	1	258	191	168	8	29.237633	ee
2	1	4	0	0	0	1232	196	136	9	-1	
3	1	4	1	0	0	1232	196	136	9	-1	
4	1	4	1	1	0	1232	196	136	9	-1	
5	1	4	1	1	1	1232	196	52	9	16.480999	et)
5	1	4	1	1	2	1305	197	63	6	23.408575	ame
2	1	5	0	0	0	281	225	120	55	-1	
3	1	5	1	0	0	281	225	120	55	-1	
4	1	5	1	1	0	281	225	120	55	-1	
5	1	5	1	1	1	281	225	120	55	46.895065	a
2	1	6	0	0	0	564	233	535	48	-1	
3	1	6	1	0	0	564	233	535	48	-1	
4	1	6	1	1	0	564	233	535	48	-1	
5	1	6	1	1	1	564	229	94	56	41.190815	BALA)
5	1	6	1	1	2	676	229	66	56	38.673477	Anal
5	1	6	1	1	3	770	260	14	3	79.918152	—
5	1	6	1	1	4	797	229	79	56	24.245163	ciel)
5	1	6	1	1	5	900	229	57	56	43.603828	werd
5	1	6	1	1	6	970	229	62	56	38.232197	cbt!
5	1	6	1	1	7	1049	229	50	56	60.396923	ds
2	1	7	0	0	0	1240	218	109	66	-1	
3	1	7	1	0	0	1240	218	109	66	-1	
4	1	7	1	1	0	1240	218	109	66	-1	
5	1	7	1	1	1	1240	218	109	66	52.488789	ire
2	1	8	0	0	0	279	293	17	7	-1	
3	1	8	1	0	0	279	293	17	7	-1	
4	1	8	1	1	0	279	293	17	7	-1	
5	1	8	1	1	1	279	293	17	7	79.307625	=
2	1	9	0	0	0	392	294	18	6	-1	
3	1	9	1	0	0	392	294	18	6	-1	
4	1	9	1	1	0	392	294	18	6	-1	
5	1	9	1	1	1	392	294	18	6	31.822920	<<
2	1	10	0	0	0	210	356	537	30	-1	
3	1	10	1	0	0	210	356	537	30	-1	
4	1	10	1	1	0	210	356	537	30	-1	
5	1	10	1	1	1	210	356	122	28	96.073456	Module
5	1	10	1	1	2	346	357	104	28	96.296036	Name:
5	1	10	1	1	3	467	358	205	28	95.374634	Introduction
5	1	10	1	1	4	685	359	62	27	96.634033	and
2	1	11	0	0	0	978	361	292	29	-1	
3	1	11	1	0	0	978	361	292	29	-1	
4	1	11	1	1	0	978	361	292	29	-1	
5	1	11	1	1	1	978	361	85	28	93.267426	Date:
5	1	11	1	1	2	1079	362	47	27	92.538681	18/
5	1	11	1	1	3	1139	362	36	28	91.126175	12
5	1	11	1	1	4	1187	362	83	28	91.126175	/2021
2	1	12	0	0	0	470	400	270	36	-1	
3	1	12	1	0	0	470	400	270	36	-1	
4	1	12	1	1	0	470	400	270	36	-1	
5	1	12	1	1	1	470	400	132	28	96.317459	Skeletal
5	1	12	1	1	2	616	401	124	35	96.317459	System
2	1	13	0	0	0	977	404	452	29	-1	
3	1	13	1	0	0	977	404	452	29	-1	
4	1	13	1	1	0	977	404	452	29	-1	
5	1	13	1	1	1	977	404	82	27	96.727676	Time
5	1	13	1	1	2	1072	404	139	28	96.243813	allowed:
5	1	13	1	1	3	1227	405	54	27	96.568733	120
5	1	13	1	1	4	1295	406	134	27	96.493660	minutes
2	1	14	0	0	0	209	440	383	29	-1	
3	1	14	1	0	0	209	440	383	29	-1	
4	1	14	1	1	0	209	440	383	29	-1	
5	1	14	1	1	1	209	440	123	28	96.111816	Module
5	1	14	1	1	2	344	441	97	28	93.286278	Code:
5	1	14	1	1	3	457	442	70	27	90.711090	ISK-
5	1	14	1	1	4	540	442	52	27	95.224365	101
2	1	15	0	0	0	976	446	376	28	-1	
3	1	15	1	0	0	976	446	376	28	-1	
4	1	15	1	1	0	976	446	376	28	-1	
5	1	15	1	1	1	976	446	84	27	96.742981	Total
5	1	15	1	1	2	1074	446	110	27	95.625610	Marks:
5	1	15	1	1	3	1201	447	37	27	95.576439	72
5	1	15	1	1	4	1251	448	101	26	95.576439	marks
2	1	16	0	0	0	208	482	350	29	-1	
3	1	16	1	0	0	208	482	350	29	-1	
4	1	16	1	1	0	208	482	350	29	-1	
5	1	16	1	1	1	208	482	64	27	96.561249	End
5	1	16	1	1	2	285	483	34	27	96.357323	of
5	1	16	1	1	3	331	483	122	28	96.235863	Module
5	1	16	1	1	4	468	484	90	27	96.734306	Exam
2	1	17	0	0	0	977	487	348	35	-1	
3	1	17	1	0	0	977	487	348	35	-1	
4	1	17	1	1	0	977	487	348	35	-1	
5	1	17	1	1	1	977	487	135	28	96.669212	Number
5	1	17	1	1	2	1122	488	34	27	96.512703	of
5	1	17	1	1	3	1167	494	109	28	96.680435	pages:
5	1	17	1	1	4	1293	489	32	26	96.469109	11
2	1	18	0	0	0	180	557	1291	38	-1	
3	1	18	1	0	0	180	557	1291	38	-1	
4	1	18	1	1	0	180	557	1291	38	-1	
5	1	18	1	1	1	180	557	71	31	96.809731	The
5	1	18	1	1	2	263	565	99	24	96.251419	exam
5	1	18	1	1	3	378	559	159	31	94.759216	consists
5	1	18	1	1	4	551	559	38	31	95.464737	of
5	1	18	1	1	5	602	560	63	31	93.274696	120
5	1	18	1	1	6	679	559	113	35	92.404594	MCQs
5	1	18	1	1	7	805	562	35	30	96.151901	to
5	1	18	1	1	8	855	561	43	31	96.501770	be
5	1	18	1	1	9	912	562	182	31	96.352562	answered
5	1	18	1	1	10	1110	562	30	31	96.564583	in
5	1	18	1	1	11	1154	562	59	32	96.564583	the
5	1	18	1	1	12	1228	562	127	32	96.406197	bubble
5	1	18	1	1	13	1367	564	104	31	96.449112	sheet
2	1	19	0	0	0	144	656	98	27	-1	
3	1	19	1	0	0	144	656	98	27	-1	
4	1	19	1	1	0	144	656	98	27	-1	
5	1	19	1	1	1	144	656	98	27	84.886269	Identi:
2	1	20	0	0	0	285	657	1199	32	-1	
3	1	20	1	0	0	285	657	1199	32	-1	
4	1	20	1	1	0	285	657	1199	32	-1	
5	1	20	1	1	1	285	657	51	26	96.429977	the
5	1	20	1	1	2	349	657	111	27	95.792259	choice
5	1	20	1	1	3	472	658	66	26	96.253151	that
5	1	20	1	1	4	547	658	76	27	96.806038	best
5	1	20	1	1	5	632	658	178	28	96.371918	completes
5	1	20	1	1	6	821	659	52	27	96.462662	the
5	1	20	1	1	7	883	661	173	26	96.651535	statement
5	1	20	1	1	8	1065	666	38	21	96.516403	or
5	1	20	1	1	9	1110	666	143	22	96.717857	answers
5	1	20	1	1	10	1264	661	53	27	96.317017	the
5	1	20	1	1	11	1350	662	134	27	96.478920	question.
2	1	21	0	0	0	145	712	1197	39	-1	
3	1	21	1	0	0	145	712	1197	39	-1	
4	1	21	1	1	0	145	712	1197	39	-1	
5	1	21	1	1	1	145	713	29	26	92.940239	1-
5	1	21	1	1	2	192	712	141	36	96.481369	Storage,
5	1	21	1	1	3	348	715	174	34	96.551247	packaging
5	1	21	1	1	4	535	715	61	27	96.357170	and
5	1	21	1	1	5	609	715	152	27	96.643555	chemical
5	1	21	1	1	6	775	716	210	27	96.464859	modification
5	1	21	1	1	7	999	717	34	27	96.877556	of
5	1	21	1	1	8	1045	718	137	33	96.656082	proteins
5	1	21	1	1	9	1196	724	96	21	96.656082	occur
5	1	21	1	1	10	1303	719	39	26	96.950111	in:
2	1	22	0	0	0	191	757	305	28	-1	
3	1	22	1	0	0	191	757	305	28	-1	
4	1	22	1	1	0	191	757	305	28	-1	
5	1	22	1	1	1	191	762	27	21	96.377296	a.
5	1	22	1	1	2	241	757	71	26	95.239021	Free
5	1	22	1	1	3	325	757	171	28	94.837593	ribosomes.
2	1	23	0	0	0	904	760	363	28	-1	
3	1	23	1	0	0	904	760	363	28	-1	
4	1	23	1	1	0	904	760	363	28	-1	
5	1	23	1	1	1	904	760	27	27	91.854782	b.
5	1	23	1	1	2	944	760	140	27	95.935120	Attached
5	1	23	1	1	3	1098	761	169	27	96.091644	ribosomes.
2	1	24	0	0	0	191	799	308	36	-1	
3	1	24	1	0	0	191	799	308	36	-1	
4	1	24	1	1	0	191	799	308	36	-1	
5	1	24	1	1	1	191	806	27	20	90.846741	c.
5	1	24	1	1	2	240	799	81	35	96.729279	Golgi
5	1	24	1	1	3	334	803	165	32	96.706238	apparatus.
2	1	25	0	0	0	905	803	257	35	-1	
3	1	25	1	0	0	905	803	257	35	-1	
4	1	25	1	1	0	905	803	257	35	-1	
5	1	25	1	1	1	905	804	29	26	88.349861	d.
5	1	25	1	1	2	949	803	213	35	96.537880	Cytoskeleton.
2	1	26	0	0	0	142	870	832	36	-1	
3	1	26	1	0	0	142	870	832	36	-1	
4	1	26	1	1	0	142	870	832	36	-1	
5	1	26	1	1	1	142	870	30	27	92.518562	2-
5	1	26	1	1	2	190	870	131	28	96.001862	Smooth
5	1	26	1	1	3	334	872	218	34	95.975807	endoplasmic
5	1	26	1	1	4	566	872	157	27	96.398163	reticulum
5	1	26	1	1	5	739	873	27	26	96.837288	is
5	1	26	1	1	6	780	873	141	27	96.475922	involved
5	1	26	1	1	7	935	874	39	27	96.506012	in:
2	1	27	0	0	0	190	914	411	36	-1	
3	1	27	1	0	0	190	914	411	36	-1	
4	1	27	1	1	0	190	914	411	36	-1	
5	1	27	1	1	1	190	920	27	20	96.328148	a.
5	1	27	1	1	2	240	914	211	28	96.430077	Detoxification
5	1	27	1	1	3	465	916	30	26	97.016975	of
5	1	27	1	1	4	505	916	96	34	96.939667	drugs.
2	1	28	0	0	0	898	917	322	35	-1	
3	1	28	1	0	0	898	917	322	35	-1	
4	1	28	1	1	0	898	917	322	35	-1	
5	1	28	1	1	1	898	917	28	27	92.588089	b.
5	1	28	1	1	2	941	917	110	27	96.670555	Protein
5	1	28	1	1	3	1064	918	156	34	96.067612	synthesis.
2	1	29	0	0	0	189	957	339	35	-1	
3	1	29	1	0	0	189	957	339	35	-1	
4	1	29	1	1	0	189	957	339	35	-1	
5	1	29	1	1	1	189	963	27	21	90.293564	c.
5	1	29	1	1	2	231	957	112	35	96.898720	Energy
5	1	29	1	1	3	355	959	173	32	96.828575	production.
2	1	30	0	0	0	905	960	296	35	-1	
3	1	30	1	0	0	905	960	296	35	-1	
4	1	30	1	1	0	905	960	296	35	-1	
5	1	30	1	1	1	905	960	28	27	93.152626	d.
5	1	30	1	1	2	948	960	59	28	95.853767	Cell
5	1	30	1	1	3	1020	961	181	34	96.136299	recognition.
2	1	31	0	0	0	141	1026	909	36	-1	
3	1	31	1	0	0	141	1026	909	36	-1	
4	1	31	1	1	0	141	1026	909	36	-1	
5	1	31	1	1	1	141	1026	30	26	92.552429	3-
5	1	31	1	1	2	189	1026	63	27	96.788689	The
5	1	31	1	1	3	264	1028	60	25	96.484146	two
5	1	31	1	1	4	337	1027	167	28	96.012955	ribosomal
5	1	31	1	1	5	518	1028	147	27	95.542892	subunits
5	1	31	1	1	6	675	1028	64	34	95.542892	join
5	1	31	1	1	7	753	1029	77	27	95.975624	each
5	1	31	1	1	8	845	1029	91	27	95.975624	other
5	1	31	1	1	9	947	1030	28	27	95.792877	in
5	1	31	1	1	10	988	1030	62	27	96.901176	the:
2	1	32	0	0	0	189	1069	528	37	-1	
3	1	32	1	0	0	189	1069	528	37	-1	
4	1	32	1	1	0	189	1069	528	37	-1	
5	1	32	1	1	1	189	1075	26	21	93.208069	a.
