level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1642	2322	-1	
2	1	1	0	0	0	91	136	1452	2015	-1	
3	1	1	1	0	0	91	136	1452	2015	-1	
4	1	1	1	1	0	804	136	739	29	-1	
5	1	1	1	1	1	804	136	739	29	25.107040	lll
4	1	1	1	2	0	141	184	751	36	-1	
5	1	1	1	2	1	141	185	50	26	92.587845	33-
5	1	1	1	2	2	202	184	64	28	94.972664	The
5	1	1	1	2	3	279	185	271	34	94.972664	communicating
5	1	1	1	2	4	563	186	76	33	96.663933	type
5	1	1	1	2	5	652	180	28	44	96.906921	of
5	1	1	1	2	6	674	184	166	36	94.722069	junction
5	1	1	1	2	7	854	185	38	27	94.722069	is:
4	1	1	1	3	0	201	227	1047	35	-1	
5	1	1	1	3	1	201	234	28	21	96.847221	a.
5	1	1	1	3	2	250	227	82	34	95.896088	Tight
5	1	1	1	3	3	341	227	136	34	95.896088	junction.
5	1	1	1	3	4	909	228	29	27	93.122047	b.
5	1	1	1	3	5	950	227	153	28	96.709541	Adherent
5	1	1	1	3	6	1112	228	136	34	96.610390	junction.
4	1	1	1	4	0	201	269	987	35	-1	
5	1	1	1	4	1	201	277	28	21	90.990547	c.
5	1	1	1	4	2	252	265	48	44	96.420715	Gap
5	1	1	1	4	3	294	269	164	35	95.182198	junction.
5	1	1	1	4	4	910	271	30	27	92.727829	d.
5	1	1	1	4	5	955	271	233	27	91.672791	Desmosomes.
4	1	1	1	5	0	141	337	984	35	-1	
5	1	1	1	5	1	141	338	50	26	92.747917	34-
5	1	1	1	5	2	202	337	62	27	96.148972	The
5	1	1	1	5	3	278	338	202	27	96.088478	intercellular
5	1	1	1	5	4	491	344	99	28	96.513054	space
5	1	1	1	5	5	603	338	28	27	95.888344	in
5	1	1	1	5	6	646	338	120	27	95.552673	macula
5	1	1	1	5	7	779	338	157	27	95.552673	adherens
5	1	1	1	5	8	950	344	175	21	96.234520	measures:
4	1	1	1	6	0	206	381	1213	28	-1	
5	1	1	1	6	1	206	387	28	21	96.326385	a.
5	1	1	1	6	2	247	381	80	27	95.552155	Zero.
5	1	1	1	6	3	534	381	28	27	90.205330	b.
5	1	1	1	6	4	576	381	86	27	84.283768	3nm.
5	1	1	1	6	5	866	388	28	20	91.419823	c.
5	1	1	1	6	6	910	381	87	27	95.421043	15-20
5	1	1	1	6	7	1010	388	56	20	96.116287	nm.
5	1	1	1	6	8	1271	381	29	28	93.145088	d.
5	1	1	1	6	9	1314	381	37	27	95.744003	30
5	1	1	1	6	10	1364	387	55	21	95.624504	nm.
4	1	1	1	7	0	141	447	1146	36	-1	
5	1	1	1	7	1	141	448	50	26	93.209076	35-
5	1	1	1	7	2	202	448	174	34	96.192772	Regarding
5	1	1	1	7	3	391	447	93	27	96.192772	RBCs
5	1	1	1	7	4	497	448	179	34	96.070122	adaptation
5	1	1	1	7	5	689	450	33	25	95.917427	to
5	1	1	1	7	6	735	448	131	34	96.117798	perform
5	1	1	1	7	7	881	448	78	27	95.408180	their
5	1	1	1	7	8	969	449	149	32	95.832024	function,
5	1	1	1	7	9	1132	449	82	34	96.155014	They
5	1	1	1	7	10	1227	455	60	21	96.919487	are:
4	1	1	1	8	0	201	489	1087	36	-1	
5	1	1	1	8	1	201	496	27	21	96.442337	a.
5	1	1	1	8	2	242	489	168	35	96.206367	Containing
5	1	1	1	8	3	423	490	136	27	96.089340	carbonic
5	1	1	1	8	4	570	491	167	33	96.406036	anhydrase
