level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1700	2200	-1	
2	1	1	0	0	0	201	167	1301	1939	-1	
3	1	1	1	0	0	201	167	1301	1939	-1	
4	1	1	1	1	0	388	167	837	57	-1	
5	1	1	1	1	1	388	180	79	3	28.300095	aa
5	1	1	1	1	2	478	167	358	57	20.450401	Pia.
5	1	1	1	1	3	1010	200	4	5	86.813843	j
5	1	1	1	1	4	1172	189	53	29	91.357552	rist:
4	1	1	1	2	0	334	197	836	64	-1	
5	1	1	1	2	1	334	215	53	25	95.479050	One
5	1	1	1	2	2	397	215	27	24	95.458588	of
5	1	1	1	2	3	431	214	41	24	96.430901	the
5	1	1	1	2	4	481	212	123	32	95.608116	following
5	1	1	1	2	5	616	215	111	25	95.737328	muscles
5	1	1	1	2	6	737	207	94	39	95.737328	cannot
5	1	1	1	2	7	841	205	106	29	90.415634	perform
5	1	1	1	2	8	957	201	92	41	96.965630	flexion
5	1	1	1	2	9	1061	197	109	64	21.360775	rae
4	1	1	1	3	0	324	238	1178	60	-1	
5	1	1	1	3	1	324	259	21	18	92.555550	a.
5	1	1	1	3	2	364	253	108	25	92.555550	Pronator
5	1	1	1	3	3	480	249	132	31	90.193100	quadratus.
5	1	1	1	3	4	847	242	21	25	85.089653	b.
5	1	1	1	3	5	880	243	79	25	96.524010	Flexor
5	1	1	1	3	6	968	238	92	60	33.747986	ate
5	1	1	1	3	7	1078	240	45	57	27.699194	he
5	1	1	1	3	8	1501	270	1	3	92.188271	|
4	1	1	1	4	0	325	280	805	39	-1	
5	1	1	1	4	1	325	297	20	18	68.405830	c.
5	1	1	1	4	2	357	290	77	25	96.867180	Flexor
5	1	1	1	4	3	443	287	114	31	92.025246	digitorum
5	1	1	1	4	4	568	289	131	30	91.715546	profundus.
5	1	1	1	4	5	845	280	22	24	85.798164	d.
5	1	1	1	4	6	880	281	79	24	96.731178	Flexor
5	1	1	1	4	7	967	282	61	25	82.457466	carp!
5	1	1	1	4	8	1040	280	90	19	32.138348	uinans.
4	1	1	1	5	0	1049	333	205	25	-1	
5	1	1	1	5	1	1049	339	5	5	0.000000	j
5	1	1	1	5	2	1159	336	4	4	95.594704	is
5	1	1	1	5	3	1200	333	54	25	95.338837	true:
4	1	1	1	6	0	287	336	979	66	-1	
5	1	1	1	6	1	287	355	40	24	90.902412	84-
5	1	1	1	6	2	336	352	153	28	96.894554	Concerning
5	1	1	1	6	3	499	350	41	25	96.422104	the
5	1	1	1	6	4	551	353	116	24	96.461494	relations
5	1	1	1	6	5	677	353	27	24	96.461494	of
5	1	1	1	6	6	712	353	40	24	96.998405	the
5	1	1	1	6	7	763	350	69	24	96.693893	ulnar
5	1	1	1	6	8	840	347	79	39	96.835732	artery
5	1	1	1	6	9	928	346	24	23	96.605354	at
5	1	1	1	6	10	961	344	42	40	97.000214	the
5	1	1	1	6	11	1013	339	73	61	39.463623	vid
5	1	1	1	6	12	1094	336	55	66	36.740246	igs
5	1	1	1	6	13	1153	342	27	54	27.381649	be
5	1	1	1	6	14	1186	336	80	61	47.033684	re.
4	1	1	1	7	0	327	379	776	40	-1	
5	1	1	1	7	1	327	397	20	18	96.500732	a.
5	1	1	1	7	2	367	391	49	24	95.551781	Lies
5	1	1	1	7	3	425	386	80	27	93.684349	medial
5	1	1	1	7	4	515	388	21	24	87.285973	to
5	1	1	1	7	5	546	388	38	25	92.546204	the
5	1	1	1	7	6	595	389	96	30	64.393700	pisiform
5	1	1	1	7	7	702	389	68	24	64.393700	bone.
5	1	1	1	7	8	845	380	21	25	18.226767	_.
5	1	1	1	7	9	878	382	51	24	96.831902	Lies
5	1	1	1	7	10	939	379	82	27	92.961716	medial
5	1	1	1	7	11	1031	379	23	23	92.961716	to
5	1	1	1	7	12	1088	380	15	19	96.975014	the
4	1	1	1	8	0	327	423	501	29	-1	
5	1	1	1	8	1	327	435	21	17	91.967354	c.
5	1	1	1	8	2	359	428	49	24	96.873695	Lies
5	1	1	1	8	3	417	423	95	26	96.853859	anterior
5	1	1	1	8	4	519	427	22	22	96.260101	to
5	1	1	1	8	5	551	426	38	24	96.260101	the
5	1	1	1	8	6	598	427	70	24	95.244156	flexor
5	1	1	1	8	7	676	424	152	26	95.244156	retinaculum.
4	1	1	1	9	0	328	456	614	36	-1	
5	1	1	1	9	1	328	464	22	24	91.416603	d.
5	1	1	1	9	2	361	464	14	23	95.881424	It
5	1	1	1	9	3	383	463	63	29	96.919067	gives
5	1	1	1	9	4	456	461	110	28	93.270714	posterior
5	1	1	1	9	5	575	462	158	24	92.206619	interosseous
5	1	1	1	9	6	743	456	112	29	95.547562	recurrent
5	1	1	1	9	7	864	457	78	28	96.823814	artery.
4	1	1	1	10	0	290	511	853	44	-1	
5	1	1	1	10	1	290	523	39	23	91.619041	85-
5	1	1	1	10	2	338	522	47	23	93.183075	The
5	1	1	1	10	3	395	518	169	29	93.042496	clavipectoral
5	1	1	1	10	4	574	520	78	24	96.873703	fascia
5	1	1	1	10	5	664	521	20	23	96.873703	is
5	1	1	1	10	6	694	519	98	32	93.304298	pierced
5	1	1	1	10	7	804	515	113	31	0.000000	bysmark
5	1	1	1	10	8	927	515	41	40	96.594376	the
5	1	1	1	10	9	978	511	165	32	93.607063	appropriate:
4	1	1	1	11	0	336	548	828	40	-1	
5	1	1	1	11	1	336	564	20	17	96.596550	a.
5	1	1	1	11	2	367	554	82	26	96.764091	Lateral
5	1	1	1	11	3	460	555	97	28	94.041374	pectoral
5	1	1	1	11	4	569	561	74	19	91.768730	nerve.
5	1	1	1	11	5	851	550	21	26	92.974991	b.
5	1	1	1	11	6	885	551	81	24	96.462494	Medial
5	1	1	1	11	7	977	548	100	40	94.602295	pectoral
5	1	1	1	11	8	1087	551	77	20	94.602295	nerve.
4	1	1	1	12	0	336	584	825	37	-1	
5	1	1	1	12	1	336	599	20	17	63.538063	c,
5	1	1	1	12	2	368	592	73	29	97.015305	Upper
5	1	1	1	12	3	450	590	151	30	96.527084	subscapular
5	1	1	1	12	4	610	598	75	19	93.955200	nerve.
5	1	1	1	12	5	845	587	118	25	28.833151	d,)\Lateral
5	1	1	1	12	6	974	587	99	22	96.981171	thoracic
5	1	1	1	12	7	1083	584	78	27	96.912857	artery.
4	1	1	1	13	0	291	646	746	35	-1	
5	1	1	1	13	1	291	654	38	22	92.959465	86-
5	1	1	1	13	2	339	650	133	30	96.947876	Regarding
5	1	1	1	13	3	483	642	106	45	95.632919	shoulder
5	1	1	1	13	4	605	642	70	45	95.632919	joint,
5	1	1	1	13	5	685	654	79	23	96.623322	select
5	1	1	1	13	6	773	653	41	23	96.964172	the
5	1	1	1	13	7	823	642	64	45	96.652008	false
5	1	1	1	13	8	902	642	135	45	96.652008	statement:
4	1	1	1	14	0	251	681	904	41	-1	
5	1	1	1	14	1	251	703	1	12	80.664452	|
5	1	1	1	14	2	329	694	19	17	94.845970	a.
5	1	1	1	14	3	368	687	26	23	94.502213	Its
5	1	1	1	14	4	403	686	95	29	96.130775	capsule
5	1	1	1	14	5	509	686	18	24	96.896660	is
5	1	1	1	14	6	537	689	128	30	93.257256	posteriorly
