level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1700	2200	-1	
2	1	1	0	0	0	236	277	1246	1702	-1	
3	1	1	1	0	0	236	277	1246	1702	-1	
4	1	1	1	1	0	263	277	1206	42	-1	
5	1	1	1	1	1	263	277	41	28	74.803177	94.
5	1	1	1	1	2	415	292	4	5	24.237076	F
5	1	1	1	1	3	1250	299	14	20	84.547188	e
5	1	1	1	1	4	1275	281	102	34	95.393448	except:
4	1	1	1	2	0	315	282	1054	76	-1	
5	1	1	1	2	1	315	282	139	51	96.996834	Regarding
5	1	1	1	2	2	465	296	42	25	97.016037	the
5	1	1	1	2	3	516	299	118	32	96.516563	extensor
5	1	1	1	2	4	644	310	162	36	95.026848	retinaculum,
5	1	1	1	2	5	818	318	39	26	92.437393	the
5	1	1	1	2	6	866	312	122	33	92.437393	following
5	1	1	1	2	7	999	308	149	26	96.621117	statements
5	1	1	1	2	8	1159	307	41	22	96.874855	are
5	1	1	1	2	9	1210	300	37	40	85.919029	tru
5	1	1	1	2	10	1257	288	112	70	51.699848	a
4	1	1	1	3	0	316	327	960	62	-1	
5	1	1	1	3	1	316	329	20	60	25.249033	:
5	1	1	1	3	2	357	327	14	26	77.271164	It
5	1	1	1	3	3	381	335	18	20	77.271164	is
5	1	1	1	3	4	409	334	107	26	96.718819	attached
5	1	1	1	3	5	527	335	95	40	91.981361	laterally
5	1	1	1	3	6	631	347	22	25	96.494682	to
5	1	1	1	3	7	663	349	37	27	96.997040	the
5	1	1	1	3	8	710	355	94	25	96.979042	anterior
5	1	1	1	3	9	813	356	79	27	96.648766	border
5	1	1	1	3	10	901	353	24	25	96.648766	of
5	1	1	1	3	11	932	352	38	24	96.574661	the
5	1	1	1	3	12	980	349	68	24	93.775558	lower
5	1	1	1	3	13	1056	346	45	25	93.775558	end
5	1	1	1	3	14	1111	345	25	25	96.677673	of
5	1	1	1	3	15	1143	345	38	24	96.957176	the
5	1	1	1	3	16	1192	337	84	29	96.756531	radius.
4	1	1	1	4	0	318	370	911	77	-1	
5	1	1	1	4	1	318	385	22	44	0.000000	°
5	1	1	1	4	2	436	372	72	66	22.633110	ian
5	1	1	1	4	3	518	370	163	77	7.184258	bmpartment
5	1	1	1	4	4	689	389	37	27	96.672310	the
5	1	1	1	4	5	737	393	83	26	96.959641	tendon
5	1	1	1	4	6	830	395	22	26	96.941338	of
5	1	1	1	4	7	860	393	108	28	93.228783	extensor
5	1	1	1	4	8	977	385	77	27	92.917587	indicis
5	1	1	1	4	9	1064	382	88	27	96.977875	muscle
5	1	1	1	4	10	1163	384	66	30	96.808434	pass.
4	1	1	1	5	0	425	418	1037	43	-1	
5	1	1	1	5	1	425	418	67	20	41.518654	Tossed
5	1	1	1	5	2	514	413	26	51	91.518822	Dy
5	1	1	1	5	3	579	426	13	18	96.971771	the
5	1	1	1	5	4	603	425	102	29	95.377388	cephalic
5	1	1	1	5	5	713	431	44	24	93.217537	and
5	1	1	1	5	6	768	431	76	26	93.106049	basilic
5	1	1	1	5	7	853	432	63	27	96.518707	veins
5	1	1	1	5	8	1380	439	42	22	76.347527	sor
5	1	1	1	5	9	1461	439	1	15	76.347527	|
4	1	1	1	6	0	442	438	935	36	-1	
5	1	1	1	6	1	442	450	3	3	21.821432	.
5	1	1	1	6	2	919	449	4	4	0.000000	f
5	1	1	1	6	3	1031	460	3	3	87.463303	4
5	1	1	1	6	4	1280	453	15	19	88.363914	e
5	1	1	1	6	5	1307	438	70	36	67.135536	exten
4	1	1	1	7	0	319	442	1142	53	-1	
5	1	1	1	7	1	319	442	23	26	67.239059	d.
5	1	1	1	7	2	358	445	50	46	94.035149	The
5	1	1	1	7	3	417	449	54	43	96.839546	third
5	1	1	1	7	4	482	456	163	36	96.841438	compartment
5	1	1	1	7	5	655	462	60	32	91.915665	deep
5	1	1	1	7	6	726	468	22	23	92.635361	to
5	1	1	1	7	7	759	468	37	25	92.635361	the
5	1	1	1	7	8	807	467	142	28	88.689392	retinaculum
5	1	1	1	7	9	961	461	103	26	96.725174	contains
5	1	1	1	7	10	1075	458	38	24	92.536407	the
5	1	1	1	7	11	1125	456	84	25	92.536407	tendon
5	1	1	1	7	12	1222	452	24	27	96.994240	of
5	1	1	1	7	13	1255	449	23	26	96.245369	th
5	1	1	1	7	14	1459	460	2	29	71.641014	|
4	1	1	1	8	0	361	486	1098	40	-1	
5	1	1	1	8	1	361	486	83	29	88.081734	Pollicis
5	1	1	1	8	2	454	489	79	24	96.910629	brevis.
5	1	1	1	8	3	1457	506	2	20	91.341911	|
