level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2328	-1	
2	1	1	0	0	0	128	102	1483	1871	-1	
3	1	1	1	0	0	128	102	1483	1871	-1	
4	1	1	1	1	0	133	102	1478	38	-1	
5	1	1	1	1	1	133	103	122	28	91.721603	24.Two
5	1	1	1	1	2	266	102	141	37	94.832970	adjacent
5	1	1	1	1	3	417	103	55	28	96.126282	cell
5	1	1	1	1	4	484	103	192	28	96.384964	membranes
5	1	1	1	1	5	687	102	67	29	96.589180	fuse
5	1	1	1	1	6	764	106	32	25	96.760696	at
5	1	1	1	1	7	806	103	113	28	96.415382	certain
5	1	1	1	1	8	933	103	99	37	96.449478	points
5	1	1	1	1	9	1044	103	60	29	96.449478	and
5	1	1	1	1	10	1115	103	129	29	96.648117	encircle
5	1	1	1	1	11	1254	104	50	28	96.374962	the
5	1	1	1	1	12	1315	104	54	28	95.693428	cell
5	1	1	1	1	13	1381	104	41	28	95.228165	in:
5	1	1	1	1	14	1608	120	3	4	0.000000	‘
4	1	1	1	2	0	196	156	1159	28	-1	
5	1	1	1	2	1	196	164	27	19	93.190865	a.
5	1	1	1	2	2	233	156	116	27	92.652702	Zonula
5	1	1	1	2	3	362	156	157	27	95.584908	adherens.
5	1	1	1	2	4	1017	156	29	27	90.476227	b.
5	1	1	1	2	5	1057	156	117	28	90.234444	Zonula
5	1	1	1	2	6	1186	157	169	27	88.082184	occludens.
4	1	1	1	3	0	196	207	1087	37	-1	
5	1	1	1	3	1	196	216	24	19	90.545059	c.
5	1	1	1	3	2	233	208	218	27	90.455185	Desmosomes.
5	1	1	1	3	3	1016	208	30	27	92.293297	d.
5	1	1	1	3	4	1057	207	70	37	96.991722	Gap
5	1	1	1	3	5	1136	208	147	36	96.463638	junction.
4	1	1	1	4	0	132	302	897	36	-1	
5	1	1	1	4	1	132	302	47	28	96.121590	25.
5	1	1	1	4	2	192	303	63	27	96.121590	The
5	1	1	1	4	3	266	306	71	32	96.216888	type
5	1	1	1	4	4	348	302	35	27	96.670097	of
5	1	1	1	4	5	389	302	173	36	95.642448	epithelium
5	1	1	1	4	6	574	302	74	28	95.642448	with
5	1	1	1	4	7	659	303	175	27	96.482300	contractile
5	1	1	1	4	8	845	302	136	28	96.518585	function
5	1	1	1	4	9	993	303	36	27	96.881233	is:
4	1	1	1	5	0	195	353	1167	37	-1	
5	1	1	1	5	1	195	362	28	19	96.301483	a.
5	1	1	1	5	2	233	353	126	28	95.770828	Surface
5	1	1	1	5	3	370	353	182	36	96.012665	epithelium.
5	1	1	1	5	4	1022	354	28	27	88.521538	b.
5	1	1	1	5	5	1062	354	300	36	90.620430	Neuro-epithelium.
4	1	1	1	6	0	195	405	1066	35	-1	
5	1	1	1	6	1	195	414	25	18	90.585609	c.
5	1	1	1	6	2	232	405	271	35	90.223434	Myo-epithelium.
5	1	1	1	6	3	1020	406	30	27	92.308273	d.
5	1	1	1	6	4	1061	406	200	28	90.259766	Urothelium.
4	1	1	1	7	0	132	500	1116	37	-1	
5	1	1	1	7	1	132	500	47	28	96.290924	26.
5	1	1	1	7	2	192	500	174	36	96.354553	Regarding
