level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2322	-1	
2	1	1	0	0	0	147	179	1298	81	-1	
3	1	1	1	0	0	147	179	1298	81	-1	
4	1	1	1	1	0	147	179	776	35	-1	
5	1	1	1	1	1	147	179	48	26	92.283554	10-
5	1	1	1	1	2	207	179	210	27	95.369881	Peroxisomal
5	1	1	1	1	3	431	185	148	28	95.369881	enzymes
5	1	1	1	1	4	592	185	53	22	96.131325	are
5	1	1	1	1	5	657	180	203	34	96.131325	synthesized
5	1	1	1	1	6	874	181	49	33	96.897263	by:
4	1	1	1	2	0	206	223	1239	37	-1	
5	1	1	1	2	1	206	230	28	21	92.886978	a.
5	1	1	1	2	2	256	223	72	27	81.949066	sER.
5	1	1	1	2	3	505	224	28	27	90.176308	b.
5	1	1	1	2	4	547	224	67	27	76.399483	rER.
5	1	1	1	2	5	791	231	28	22	92.158951	c.
5	1	1	1	2	6	833	225	70	27	92.843941	Free
5	1	1	1	2	7	916	225	176	35	91.741974	polysomes.
5	1	1	1	2	8	1269	225	29	29	93.068886	d.
5	1	1	1	2	9	1312	226	133	28	65.193512	Nucleus.
2	1	2	0	0	0	146	294	1374	126	-1	
3	1	2	1	0	0	146	294	1374	126	-1	
4	1	2	1	1	0	146	294	1374	39	-1	
5	1	2	1	1	1	146	294	49	27	66.000000	11-
5	1	2	1	1	2	207	294	296	35	66.000000	Heterolysosomes
5	1	2	1	1	3	516	301	51	21	96.037544	are
5	1	2	1	1	4	579	295	120	28	96.037544	formed
5	1	2	1	1	5	713	296	34	27	97.003670	of
5	1	2	1	1	6	759	296	129	35	96.125885	primary
5	1	2	1	1	7	901	296	182	35	96.329651	lysosomes
5	1	2	1	1	8	1098	297	70	34	96.503487	plus
5	1	2	1	1	9	1180	297	137	27	96.068588	vesicles
5	1	2	1	1	10	1329	298	191	35	96.593735	containing:
4	1	2	1	2	0	219	339	874	35	-1	
5	1	2	1	2	1	219	346	26	21	96.564354	a.
5	1	2	1	2	2	260	339	52	28	96.468842	Old
5	1	2	1	2	3	325	341	171	33	95.820122	organelles.
5	1	2	1	2	4	915	342	27	27	93.058113	b.
5	1	2	1	2	5	957	342	136	27	96.291290	Bacteria.
4	1	2	1	3	0	218	384	1074	36	-1	
5	1	2	1	3	1	218	390	27	20	92.304527	c.
5	1	2	1	3	2	260	384	72	26	96.117485	Fluid
5	1	2	1	3	3	346	384	133	34	95.634521	droplets.
5	1	2	1	3	4	908	386	28	26	92.902794	d.
5	1	2	1	3	5	951	386	177	34	92.486366	Undigested
5	1	2	1	3	6	1142	387	150	26	96.798462	materials.
2	1	3	0	0	0	146	453	873	209	-1	
3	1	3	1	0	0	146	453	873	209	-1	
4	1	3	1	1	0	146	453	760	35	-1	
5	1	3	1	1	1	146	453	49	25	91.784195	12-
5	1	3	1	1	2	205	453	62	26	92.954323	The
5	1	3	1	1	3	280	459	152	21	92.307907	axoneme
5	1	3	1	1	4	445	454	34	26	95.133667	of
5	1	3	1	1	5	489	460	17	20	92.875587	a
5	1	3	1	1	6	519	454	101	26	92.427719	cilium
5	1	3	1	1	7	635	455	28	25	96.809357	is
5	1	3	1	1	8	675	455	175	33	96.706764	composed
5	1	3	1	1	9	865	455	41	26	95.881241	of:
4	1	3	1	2	0	218	496	741	35	-1	
5	1	3	1	2	1	218	502	26	20	95.717201	a.
5	1	3	1	2	2	266	496	38	26	95.717201	27
5	1	3	1	2	3	317	496	200	27	95.964417	microtubules
5	1	3	1	2	4	530	498	126	26	96.642227	covered
5	1	3	1	2	5	670	498	35	33	96.819557	by
5	1	3	1	2	6	717	498	51	27	95.394623	cell
5	1	3	1	2	7	782	498	177	27	96.915512	membrane.
4	1	3	1	3	0	219	540	800	35	-1	
5	1	3	1	3	1	219	540	27	26	92.285316	b.
5	1	3	1	3	2	266	540	38	26	96.624390	27
5	1	3	1	3	3	317	540	200	26	96.288284	microtubules
5	1	3	1	3	4	530	542	47	25	96.503242	not
5	1	3	1	3	5	590	541	125	26	96.417397	covered
5	1	3	1	3	6	731	542	35	33	96.803123	by
5	1	3	1	3	7	777	542	52	26	96.323578	cell
5	1	3	1	3	8	842	542	177	26	96.070953	membrane.
4	1	3	1	4	0	217	583	801	36	-1	
5	1	3	1	4	1	217	589	27	20	92.032593	c.
5	1	3	1	4	2	265	583	38	26	96.845116	20
5	1	3	1	4	3	315	583	202	27	96.354660	microtubules
5	1	3	1	4	4	529	585	47	26	96.542946	not
5	1	3	1	4	5	589	585	125	26	96.642021	covered
5	1	3	1	4	6	729	585	36	34	96.537888	by
5	1	3	1	4	7	777	585	51	26	96.176796	cell
5	1	3	1	4	8	842	585	176	27	95.781456	membrane.
4	1	3	1	5	0	217	627	742	35	-1	
5	1	3	1	5	1	217	627	28	26	93.081131	d.
5	1	3	1	5	2	265	627	38	26	96.581818	20
5	1	3	1	5	3	316	627	200	27	96.104942	microtubules
5	1	3	1	5	4	529	628	126	27	96.854996	covered
5	1	3	1	5	5	669	628	36	34	96.924973	by
5	1	3	1	5	6	716	629	52	26	95.563301	cell
5	1	3	1	5	7	781	629	178	27	95.563301	membrane.
2	1	4	0	0	0	144	695	1270	125	-1	
3	1	4	1	0	0	144	695	1270	125	-1	
4	1	4	1	1	0	144	695	698	35	-1	
5	1	4	1	1	1	144	695	49	27	92.108437	13-
5	1	4	1	1	2	205	696	174	34	95.995842	Regarding
5	1	4	1	1	3	393	696	169	34	96.270668	peripheral
5	1	4	1	1	4	577	697	181	32	95.885056	chromatin,
5	1	4	1	1	5	773	698	21	26	96.492737	it
5	1	4	1	1	6	806	698	36	26	96.492737	is:
4	1	4	1	2	0	203	739	1211	37	-1	
5	1	4	1	2	1	203	745	26	21	95.788696	a.
5	1	4	1	2	2	251	739	22	27	95.788696	A
5	1	4	1	2	3	287	740	60	33	95.840073	part
5	1	4	1	2	4	359	740	30	26	93.269913	of
5	1	4	1	2	5	399	740	203	27	92.176949	euchromatin.
5	1	4	1	2	6	899	741	27	27	91.791878	b.
5	1	4	1	2	7	942	741	119	27	96.640556	Formed
5	1	4	1	2	8	1074	742	31	27	96.972351	of
5	1	4	1	2	9	1113	742	50	27	93.166374	the
5	1	4	1	2	10	1176	742	238	34	89.328651	nucleoproteins.
4	1	4	1	3	0	203	782	1197	38	-1	
5	1	4	1	3	1	203	789	26	21	92.546349	c.
5	1	4	1	3	2	244	782	192	35	96.056602	Surrounding
5	1	4	1	3	3	448	784	49	26	96.756432	the
5	1	4	1	3	4	510	784	158	27	96.702499	nucleolus.
5	1	4	1	3	5	904	786	28	26	89.172607	d.
5	1	4	1	3	6	948	785	150	28	95.888458	Scattered
5	1	4	1	3	7	1113	786	22	27	95.888458	in
5	1	4	1	3	8	1148	786	50	27	96.717018	the
5	1	4	1	3	9	1210	786	115	27	96.669586	nuclear
5	1	4	1	3	10	1337	792	63	28	96.816307	sap.
2	1	5	0	0	0	143	852	1379	118	-1	
3	1	5	1	0	0	143	852	1379	118	-1	
4	1	5	1	1	0	143	852	399	27	-1	
5	1	5	1	1	1	143	852	49	26	93.021164	14-
5	1	5	1	1	2	204	852	130	27	91.157776	Nuclear
5	1	5	1	1	3	346	853	122	26	91.983139	Lamins
5	1	5	1	1	4	481	859	61	20	96.111778	are:
4	1	5	1	2	0	202	896	1067	36	-1	
5	1	5	1	2	1	202	901	26	20	95.361969	a.
5	1	5	1	2	2	252	896	109	26	95.828873	Mature
5	1	5	1	2	3	375	896	91	26	96.653496	rRNA.
5	1	5	1	2	4	905	898	27	26	91.819870	b.
5	1	5	1	2	5	947	898	95	34	96.962288	Newly
5	1	5	1	2	6	1053	898	110	27	96.614571	formed
5	1	5	1	2	7	1176	899	93	27	96.735580	rRNA.
4	1	5	1	3	0	202	940	1320	30	-1	
5	1	5	1	3	1	202	945	26	21	90.921043	c.
5	1	5	1	3	2	242	940	139	27	96.408974	Attached
5	1	5	1	3	3	393	941	29	26	96.423599	to
5	1	5	1	3	4	434	941	82	26	96.114067	outer
5	1	5	1	3	5	527	941	117	26	96.318291	nuclear
5	1	5	1	3	6	656	941	169	27	96.766846	membrane
5	1	5	1	3	7	900	942	28	26	91.896477	d.
5	1	5	1	3	8	941	942	139	27	96.480972	Attached
5	1	5	1	3	9	1093	943	29	26	95.418892	to
5	1	5	1	3	10	1135	942	78	27	96.064171	inner
5	1	5	1	3	11	1225	943	115	27	96.064171	nuclear
5	1	5	1	3	12	1352	944	170	26	96.577629	membrane
2	1	6	0	0	0	142	1008	1054	125	-1	
3	1	6	1	0	0	142	1008	1054	125	-1	
4	1	6	1	1	0	142	1008	954	35	-1	
5	1	6	1	1	1	142	1008	49	27	58.929520	15-
5	1	6	1	1	2	203	1008	28	27	58.929520	In
5	1	6	1	1	3	244	1008	52	27	96.779518	the
5	1	6	1	1	4	310	1009	173	32	96.811783	nucleolus,
5	1	6	1	1	5	496	1009	52	27	96.611099	the
5	1	6	1	1	6	562	1010	98	33	96.392296	newly
5	1	6	1	1	7	672	1010	119	26	96.388046	formed
5	1	6	1	1	8	806	1010	87	27	95.838631	rRNA
5	1	6	1	1	9	907	1011	27	26	94.989227	is
5	1	6	1	1	10	946	1010	98	28	96.123001	found
5	1	6	1	1	11	1058	1011	38	27	96.948647	in:
4	1	6	1	2	0	201	1053	948	34	-1	
5	1	6	1	2	1	201	1059	27	20	96.525429	a.
5	1	6	1	2	2	251	1053	70	26	92.575317	Pars
5	1	6	1	2	3	334	1053	147	34	92.575317	amorpha.
5	1	6	1	2	4	910	1055	27	26	92.856003	b.
5	1	6	1	2	5	953	1055	70	26	93.251358	Pars
5	1	6	1	2	6	1034	1055	115	27	91.578766	fibrosa.
4	1	6	1	3	0	201	1096	995	37	-1	
5	1	6	1	3	1	201	1102	26	21	91.966202	c.
5	1	6	1	3	2	243	1096	150	28	92.568596	Nucleolar
5	1	6	1	3	3	404	1097	155	34	96.442101	organiser.
5	1	6	1	3	4	907	1099	28	26	90.084145	d.
5	1	6	1	3	5	950	1098	71	28	96.091965	Pars
5	1	6	1	3	6	1034	1099	162	34	96.091965	granulosa.
2	1	7	0	0	0	141	1167	1315	122	-1	
3	1	7	1	0	0	141	1167	1315	122	-1	
4	1	7	1	1	0	141	1167	884	29	-1	
5	1	7	1	1	1	141	1167	49	26	92.856827	16-
5	1	7	1	1	2	224	1167	39	27	96.830551	The
5	1	7	1	1	3	274	1168	170	26	96.830551	statement
5	1	7	1	1	4	456	1168	72	27	96.405960	best
5	1	7	1	1	5	540	1168	142	27	96.404778	matches
5	1	7	1	1	6	695	1169	53	26	93.284019	the
5	1	7	1	1	7	760	1169	213	27	92.620148	euchromatin
5	1	7	1	1	8	988	1170	37	26	94.601852	is:
4	1	7	1	2	0	200	1211	1256	37	-1	
5	1	7	1	2	1	200	1217	26	21	96.418182	a.
5	1	7	1	2	2	251	1212	16	26	92.055321	It
5	1	7	1	2	3	281	1211	22	27	92.055321	is
5	1	7	1	2	4	315	1211	90	27	96.189026	coiled
5	1	7	1	2	5	418	1212	165	27	96.900826	chromatin.
5	1	7	1	2	6	911	1214	27	26	92.739906	b.
5	1	7	1	2	7	954	1213	73	27	96.519737	Dark
5	1	7	1	2	8	1040	1214	158	34	96.542908	basophilic
5	1	7	1	2	9	1209	1214	120	27	96.567352	nucleus
5	1	7	1	2	10	1343	1214	35	34	93.280220	by
5	1	7	1	2	11	1391	1214	65	27	92.354828	L.M.
4	1	7	1	3	0	200	1255	1168	34	-1	
5	1	7	1	3	1	200	1261	26	20	91.515450	c.
5	1	7	1	3	2	242	1255	18	26	90.921036	It
5	1	7	1	3	3	271	1255	131	26	96.261047	contains
5	1	7	1	3	4	414	1256	92	26	96.096970	active
5	1	7	1	3	5	518	1261	104	28	96.096970	genes.
5	1	7	1	3	6	911	1257	28	26	93.160500	d.
5	1	7	1	3	7	954	1257	17	27	84.812988	It
5	1	7	1	3	8	981	1257	90	27	96.537933	forms
5	1	7	1	3	9	1082	1257	155	27	96.212952	chromatin
5	1	7	1	3	10	1252	1258	116	26	93.595848	islands.
2	1	8	0	0	0	140	1324	1034	116	-1	
3	1	8	1	0	0	140	1324	1034	116	-1	
4	1	8	1	1	0	140	1324	644	34	-1	
5	1	8	1	1	1	140	1324	50	26	92.038651	17-
5	1	8	1	1	2	201	1324	228	34	95.711609	Macrophages
5	1	8	1	1	3	442	1330	58	21	95.094803	can
5	1	8	1	1	4	515	1325	39	26	95.094803	be
5	1	8	1	1	5	565	1325	124	27	96.461990	stained
5	1	8	1	1	6	702	1325	82	27	96.732536	with:
4	1	8	1	2	0	199	1367	975	34	-1	
5	1	8	1	2	1	199	1373	27	20	95.568764	a.
5	1	8	1	2	2	248	1367	109	34	96.739799	Trypan
5	1	8	1	2	3	372	1368	72	26	96.425613	blue.
5	1	8	1	2	4	903	1369	27	27	92.855354	b.
5	1	8	1	2	5	943	1369	144	27	90.701180	Toluidine
5	1	8	1	2	6	1101	1369	73	27	96.452232	blue.
4	1	8	1	3	0	199	1410	849	30	-1	
5	1	8	1	3	1	199	1417	26	20	91.220505	c.
5	1	8	1	3	2	240	1410	95	28	96.710663	Silver.
5	1	8	1	3	3	903	1413	28	26	90.400108	d.
5	1	8	1	3	4	946	1412	102	28	91.299812	Orcein
2	1	9	0	0	0	140	1480	1140	123	-1	
3	1	9	1	0	0	140	1480	1140	123	-1	
4	1	9	1	1	0	140	1480	352	29	-1	
5	1	9	1	1	1	140	1480	49	28	92.805855	18-
5	1	9	1	1	2	200	1481	190	27	95.493652	Fibroblasts
5	1	9	1	1	3	404	1481	88	28	96.771606	have:
4	1	9	1	2	0	199	1525	1081	35	-1	
5	1	9	1	2	1	199	1530	26	21	95.647263	a.
5	1	9	1	2	2	248	1525	85	33	93.301399	Many
5	1	9	1	2	3	347	1526	71	25	92.430481	sER.
5	1	9	1	2	4	897	1528	27	25	93.176682	b.
5	1	9	1	2	5	940	1528	85	32	96.481491	Many
5	1	9	1	2	6	1036	1528	61	25	96.814903	free
5	1	9	1	2	7	1110	1528	170	26	95.027832	ribosomes.
4	1	9	1	3	0	198	1568	911	35	-1	
5	1	9	1	3	1	198	1574	27	20	93.005119	c.
5	1	9	1	3	2	240	1568	85	33	96.188713	Many
5	1	9	1	3	3	339	1568	173	33	96.022018	lysosomes.
5	1	9	1	3	4	900	1570	29	26	91.639076	d.
5	1	9	1	3	5	945	1570	85	33	93.273811	Many
5	1	9	1	3	6	1043	1570	66	27	91.739876	rER.
2	1	10	0	0	0	139	1637	1005	123	-1	
3	1	10	1	0	0	139	1637	1005	123	-1	
4	1	10	1	1	0	139	1637	910	36	-1	
5	1	10	1	1	1	139	1637	49	26	92.948586	19-
5	1	10	1	1	2	199	1637	80	27	96.690720	Mast
5	1	10	1	1	3	291	1637	77	27	95.948189	cells
5	1	10	1	1	4	382	1644	57	20	96.795914	can
5	1	10	1	1	5	454	1637	38	27	93.280693	be
5	1	10	1	1	6	506	1638	315	35	92.025742	metachromatically
5	1	10	1	1	7	832	1639	123	27	96.723419	stained
5	1	10	1	1	8	968	1639	81	27	96.837006	with:
4	1	10	1	2	0	198	1681	898	29	-1	
5	1	10	1	2	1	198	1687	26	20	95.687416	a.
5	1	10	1	2	2	248	1681	93	27	93.926941	Indian
5	1	10	1	2	3	356	1681	50	27	96.432480	ink.
5	1	10	1	2	4	904	1683	28	27	91.740173	b.
5	1	10	1	2	5	947	1682	99	28	94.690292	Sudan
5	1	10	1	2	6	1061	1683	35	27	78.646118	Ill.
4	1	10	1	3	0	197	1724	947	36	-1	
5	1	10	1	3	1	197	1730	27	20	91.009727	c.
5	1	10	1	3	2	237	1724	145	27	91.383667	Toluidine
5	1	10	1	3	3	395	1725	74	26	96.442055	blue.
5	1	10	1	3	4	906	1727	28	26	92.775444	d.
5	1	10	1	3	5	948	1727	109	33	95.441742	Trypan
5	1	10	1	3	6	1071	1727	73	26	96.710075	blue.
2	1	11	0	0	0	136	1793	1306	123	-1	
3	1	11	1	0	0	136	1793	1306	123	-1	
4	1	11	1	1	0	136	1793	443	34	-1	
