level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2325	-1	
2	1	1	0	0	0	100	68	168	7	-1	
3	1	1	1	0	0	100	68	168	7	-1	
4	1	1	1	1	0	100	68	168	7	-1	
5	1	1	1	1	1	100	68	168	7	95.000000	 
2	1	2	0	0	0	263	84	1091	5	-1	
3	1	2	1	0	0	263	84	1091	5	-1	
4	1	2	1	1	0	263	84	1091	5	-1	
5	1	2	1	1	1	263	84	1091	5	95.000000	 
2	1	3	0	0	0	112	71	785	108	-1	
3	1	3	1	0	0	112	71	785	108	-1	
4	1	3	1	1	0	112	71	785	108	-1	
5	1	3	1	1	1	112	71	144	108	35.891701	ae)
5	1	3	1	1	2	583	101	107	32	96.133240	Cairo
5	1	3	1	1	3	702	100	195	41	96.133240	University
2	1	4	0	0	0	1376	70	163	113	-1	
3	1	4	1	0	0	1376	70	163	113	-1	
4	1	4	1	1	0	1376	70	163	113	-1	
5	1	4	1	1	1	1376	70	163	113	95.000000	 
2	1	5	0	0	0	100	187	168	3	-1	
3	1	5	1	0	0	100	187	168	3	-1	
4	1	5	1	1	0	100	187	168	3	-1	
5	1	5	1	1	1	100	187	168	3	95.000000	 
2	1	6	0	0	0	103	151	1369	142	-1	
3	1	6	1	0	0	103	151	1369	142	-1	
4	1	6	1	1	0	103	151	831	42	-1	
5	1	6	1	1	1	103	176	159	9	0.722952	aso
5	1	6	1	1	2	558	152	142	41	96.261368	Faculty
5	1	6	1	1	3	713	151	39	33	96.040855	of
5	1	6	1	1	4	761	151	173	33	96.652573	Medicine
4	1	6	1	2	0	160	218	1288	29	-1	
5	1	6	1	2	1	160	220	81	27	96.550972	END
5	1	6	1	2	2	252	220	136	27	91.836662	Module:
5	1	6	1	2	3	401	219	135	28	91.787659	INT-101
5	1	6	1	2	4	1181	218	86	28	96.689438	Total
5	1	6	1	2	5	1278	218	119	27	96.277885	Marks:
5	1	6	1	2	6	1411	218	37	27	96.619659	24
4	1	6	1	3	0	160	263	1312	30	-1	
5	1	6	1	3	1	160	265	85	27	96.229179	Time
5	1	6	1	3	2	256	265	137	28	96.365105	allowed:
5	1	6	1	3	3	415	265	37	27	95.347321	60
5	1	6	1	3	4	464	265	71	27	95.347321	min.
5	1	6	1	3	5	1158	264	88	26	95.748283	Date:
5	1	6	1	3	6	1267	263	106	27	67.078491	24/12
