level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2331	-1	
2	1	1	0	0	0	0	3	165	1	-1	
3	1	1	1	0	0	0	3	165	1	-1	
4	1	1	1	1	0	0	3	165	1	-1	
5	1	1	1	1	1	0	3	165	1	0.000000	CS
2	1	2	0	0	0	144	184	1373	35	-1	
3	1	2	1	0	0	144	184	1373	35	-1	
4	1	2	1	1	0	144	184	1373	35	-1	
5	1	2	1	1	1	144	184	49	26	92.946487	58-
5	1	2	1	1	2	205	184	110	34	95.784973	During
5	1	2	1	1	3	329	184	122	26	96.884819	second
5	1	2	1	1	4	465	184	87	27	96.414108	week
5	1	2	1	1	5	563	184	34	27	95.969261	of
5	1	2	1	1	6	608	190	188	29	95.969261	pregnancy,
5	1	2	1	1	7	810	191	61	20	96.884674	one
5	1	2	1	1	8	884	185	34	26	96.446205	of
5	1	2	1	1	9	928	184	52	27	96.560303	the
5	1	2	1	1	10	992	184	155	35	96.124619	following
5	1	2	1	1	11	1161	186	185	26	96.387466	statements
5	1	2	1	1	12	1361	185	26	26	96.743004	is
5	1	2	1	1	13	1402	191	115	28	96.348915	wrong:
2	1	3	0	0	0	203	226	711	34	-1	
3	1	3	1	0	0	203	226	711	34	-1	
4	1	3	1	1	0	203	226	711	34	-1	
5	1	3	1	1	1	203	232	27	20	96.940010	a.
5	1	3	1	1	2	251	226	60	26	96.560867	The
5	1	3	1	1	3	324	226	157	34	96.564880	blastocyst
5	1	3	1	1	4	494	226	161	34	96.704720	completes
5	1	3	1	1	5	669	226	33	27	96.090134	its
5	1	3	1	1	6	716	226	198	34	96.576927	implantation.
2	1	4	0	0	0	205	268	724	35	-1	
3	1	4	1	0	0	205	268	724	35	-1	
4	1	4	1	1	0	205	268	724	35	-1	
5	1	4	1	1	1	205	268	26	26	89.885605	b.
5	1	4	1	1	2	251	268	60	26	96.428734	The
5	1	4	1	1	3	322	268	177	33	95.467461	trophoblast
5	1	4	1	1	4	511	268	204	27	96.774353	differentiates
5	1	4	1	1	5	729	269	54	26	96.989990	into
5	1	4	1	1	6	796	269	17	26	96.992912	2
5	1	4	1	1	7	827	269	102	34	96.877304	layers.
2	1	5	0	0	0	204	310	785	29	-1	
3	1	5	1	0	0	204	310	785	29	-1	
4	1	5	1	1	0	204	310	785	29	-1	
5	1	5	1	1	1	204	316	26	21	90.077240	c.
5	1	5	1	1	2	251	310	60	27	96.677444	The
5	1	5	1	1	3	325	310	78	27	95.957382	inner
5	1	5	1	1	4	414	310	51	27	96.021622	cell
5	1	5	1	1	5	478	316	83	22	96.443810	mass
5	1	5	1	1	6	575	310	142	28	95.996201	becomes
5	1	5	1	1	7	718	306	18	42	93.031845	a
5	1	5	1	1	8	759	311	149	28	91.968262	trilaminar
5	1	5	1	1	9	919	311	70	28	96.465958	disc.
2	1	6	0	0	0	204	353	521	34	-1	
3	1	6	1	0	0	204	353	521	34	-1	
4	1	6	1	1	0	204	353	521	34	-1	
5	1	6	1	1	1	204	353	28	26	92.315300	d.
5	1	6	1	1	2	252	353	59	26	95.818817	The
5	1	6	1	1	3	324	353	132	27	96.026833	amniotic
5	1	6	1	1	4	468	353	90	34	96.976898	cavity
5	1	6	1	1	5	571	353	22	27	96.411514	is
5	1	6	1	1	6	605	353	120	27	96.209297	formed.
2	1	7	0	0	0	143	419	1055	36	-1	
3	1	7	1	0	0	143	419	1055	36	-1	
4	1	7	1	1	0	143	419	1055	36	-1	
5	1	7	1	1	1	143	419	50	27	93.038246	59-
5	1	7	1	1	2	203	419	197	35	96.098015	Concerning
5	1	7	1	1	3	412	420	52	27	95.807205	the
5	1	7	1	1	4	478	420	151	34	95.807205	placenta,
5	1	7	1	1	5	644	427	61	20	95.885704	one
5	1	7	1	1	6	717	421	34	26	96.983063	of
5	1	7	1	1	7	761	421	53	27	96.425919	the
5	1	7	1	1	8	825	421	156	34	96.425919	following
5	1	7	1	1	9	995	421	27	27	96.569901	is
5	1	7	1	1	10	1038	421	160	27	96.413139	incorrect:
2	1	8	0	0	0	203	462	787	34	-1	
3	1	8	1	0	0	203	462	787	34	-1	
4	1	8	1	1	0	203	462	787	34	-1	
5	1	8	1	1	1	203	467	26	21	96.524704	a.
5	1	8	1	1	2	253	462	35	26	80.059914	Its
5	1	8	1	1	3	299	462	68	26	96.164635	fetal
5	1	8	1	1	4	380	463	58	32	96.164635	part
5	1	8	1	1	5	450	462	141	34	96.591476	develops
5	1	8	1	1	6	602	462	71	27	96.829926	from
5	1	8	1	1	7	686	462	114	27	93.288338	chorion
5	1	8	1	1	8	814	463	176	27	91.770172	frondosum.
2	1	9	0	0	0	204	502	858	36	-1	
3	1	9	1	0	0	204	502	858	36	-1	
4	1	9	1	1	0	204	502	858	36	-1	
5	1	9	1	1	1	204	502	27	27	92.389702	b.
5	1	9	1	1	2	253	503	35	26	91.420341	Its
5	1	9	1	1	3	301	503	135	27	96.630585	maternal
5	1	9	1	1	4	450	504	60	32	96.863419	part
5	1	9	1	1	5	522	503	141	34	96.715195	develops
5	1	9	1	1	6	674	504	71	26	96.662933	from
5	1	9	1	1	7	759	504	122	27	93.138306	decidua
5	1	9	1	1	8	894	505	168	33	92.388344	capsularis.
2	1	10	0	0	0	202	544	881	28	-1	
3	1	10	1	0	0	202	544	881	28	-1	
4	1	10	1	1	0	202	544	881	28	-1	
5	1	10	1	1	1	202	550	27	20	92.363365	c.
5	1	10	1	1	2	250	544	93	27	95.869270	There
5	1	10	1	1	3	356	545	23	26	96.850906	is
5	1	10	1	1	4	391	550	17	21	95.072121	a
5	1	10	1	1	5	421	545	103	26	95.072121	barrier
5	1	10	1	1	6	536	545	131	26	96.728508	between
5	1	10	1	1	7	680	545	66	27	96.213707	fetal
5	1	10	1	1	8	759	546	57	26	96.587059	and
5	1	10	1	1	9	830	546	136	26	92.331154	maternal
5	1	10	1	1	10	991	546	92	26	92.331154	blood.
2	1	11	0	0	0	202	586	530	33	-1	
3	1	11	1	0	0	202	586	530	33	-1	
4	1	11	1	1	0	202	586	530	33	-1	
5	1	11	1	1	1	202	586	28	26	91.256226	d.
5	1	11	1	1	2	252	586	60	26	96.419205	Has
5	1	11	1	1	3	325	592	86	27	95.852455	many
5	1	11	1	1	4	422	586	148	27	95.619476	hormonal
5	1	11	1	1	5	581	587	151	26	95.619476	functions.
2	1	12	0	0	0	142	651	1154	36	-1	
3	1	12	1	0	0	142	651	1154	36	-1	
4	1	12	1	1	0	142	651	1154	36	-1	
5	1	12	1	1	1	142	651	50	27	92.064751	60-
5	1	12	1	1	2	202	651	67	27	94.612114	One
5	1	12	1	1	3	282	652	33	26	96.896851	of
5	1	12	1	1	4	325	652	54	26	96.306969	the
5	1	12	1	1	5	391	652	175	33	96.166176	followings
5	1	12	1	1	6	580	653	26	25	96.166176	is
5	1	12	1	1	7	620	654	54	25	96.454178	not
