level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2331	-1	
2	1	1	0	0	0	85	174	1406	1969	-1	
3	1	1	1	0	0	150	174	1012	213	-1	
4	1	1	1	1	0	150	174	1012	34	-1	
5	1	1	1	1	1	150	174	68	26	92.444061	111-
5	1	1	1	1	2	245	174	62	27	93.212624	The
5	1	1	1	1	3	321	174	251	29	92.174469	brachioradialis
5	1	1	1	1	4	586	176	130	32	96.835670	muscle,
5	1	1	1	1	5	729	177	101	27	96.842598	select
5	1	1	1	1	6	840	177	53	27	96.844238	the
5	1	1	1	1	7	905	179	67	25	95.897964	true
5	1	1	1	1	8	984	179	178	26	96.524956	statement:
4	1	1	1	2	0	208	217	561	36	-1	
5	1	1	1	2	1	208	223	26	21	95.207870	a.
5	1	1	1	2	2	259	217	24	27	81.526314	Is
5	1	1	1	2	3	296	223	36	21	96.819794	an
5	1	1	1	2	4	345	219	138	26	96.445084	extensor
5	1	1	1	2	5	494	219	29	26	96.803307	of
5	1	1	1	2	6	533	219	48	27	96.861794	the
5	1	1	1	2	7	594	219	92	27	96.707138	elbow
5	1	1	1	2	8	694	220	75	33	96.324348	joint.
4	1	1	1	3	0	209	261	713	31	-1	
5	1	1	1	3	1	209	261	27	27	91.891228	b.
5	1	1	1	3	2	257	261	121	28	96.242401	Present
5	1	1	1	3	3	390	268	36	21	96.727486	on
5	1	1	1	3	4	439	263	49	27	96.445488	the
5	1	1	1	3	5	501	263	102	27	96.305794	medial
5	1	1	1	3	6	616	264	64	26	96.313156	side
5	1	1	1	3	7	692	264	30	26	96.568283	of
5	1	1	1	3	8	731	264	50	27	96.568283	the
5	1	1	1	3	9	792	264	130	28	96.657143	forearm.
4	1	1	1	4	0	208	306	739	37	-1	
5	1	1	1	4	1	208	311	26	22	89.889938	c.
5	1	1	1	4	2	257	306	26	27	81.762383	Is
5	1	1	1	4	3	296	307	129	35	96.892242	supplied
5	1	1	1	4	4	439	307	35	36	97.018150	by
5	1	1	1	4	5	488	308	138	35	93.279175	posterior
5	1	1	1	4	6	638	308	201	29	91.275681	interosseous
5	1	1	1	4	7	851	315	96	22	96.468597	nerve.
4	1	1	1	5	0	208	351	626	36	-1	
5	1	1	1	5	1	208	351	28	27	91.034470	d.
