level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	790	136	149	3	-1	
3	1	1	1	0	0	790	136	149	3	-1	
4	1	1	1	1	0	790	136	149	3	-1	
5	1	1	1	1	1	786	120	17	28	10.050077	i
5	1	1	1	1	2	790	136	149	3	20.647202	eee
2	1	2	0	0	0	152	182	1043	35	-1	
3	1	2	1	0	0	152	182	1043	35	-1	
4	1	2	1	1	0	152	182	1043	35	-1	
5	1	2	1	1	1	152	182	50	27	92.689651	22-
5	1	2	1	1	2	213	182	123	35	96.720978	Mallory
5	1	2	1	1	3	348	183	163	28	96.140434	trichrome
5	1	2	1	1	4	523	185	82	26	96.249489	stain
5	1	2	1	1	5	618	190	58	21	96.502701	can
5	1	2	1	1	6	691	184	38	28	96.902992	be
5	1	2	1	1	7	743	185	79	26	95.829704	used
5	1	2	1	1	8	835	185	48	27	95.829704	for
5	1	2	1	1	9	893	185	247	28	96.505150	demonstration
5	1	2	1	1	10	1153	187	42	27	96.813217	of:
2	1	3	0	0	0	914	229	287	27	-1	
3	1	3	1	0	0	914	229	287	27	-1	
4	1	3	1	1	0	914	229	287	27	-1	
5	1	3	1	1	1	914	229	27	27	90.326767	b.
5	1	3	1	1	2	957	230	139	26	90.326767	Reticular
5	1	3	1	1	3	1106	230	95	26	96.683655	fibers.
2	1	4	0	0	0	211	225	286	35	-1	
3	1	4	1	0	0	211	225	286	35	-1	
4	1	4	1	1	0	211	225	286	35	-1	
5	1	4	1	1	1	211	232	26	21	96.291451	a.
5	1	4	1	1	2	252	225	136	35	96.579277	Collagen
5	1	4	1	1	3	401	227	96	27	96.359901	fibers.
2	1	5	0	0	0	212	270	263	34	-1	
3	1	5	1	0	0	212	270	263	34	-1	
4	1	5	1	1	0	212	270	263	34	-1	
5	1	5	1	1	1	212	275	25	21	92.942596	c.
5	1	5	1	1	2	253	270	222	34	96.502884	Macrophages.
2	1	6	0	0	0	910	273	310	27	-1	
3	1	6	1	0	0	910	273	310	27	-1	
4	1	6	1	1	0	910	273	310	27	-1	
5	1	6	1	1	1	910	273	29	26	90.521896	d.
5	1	6	1	1	2	953	273	72	26	93.131180	actin
5	1	6	1	1	3	1040	273	180	27	92.429077	microfibers.
2	1	7	0	0	0	151	338	876	35	-1	
3	1	7	1	0	0	151	338	876	35	-1	
4	1	7	1	1	0	151	338	876	35	-1	
5	1	7	1	1	1	151	338	50	27	92.768494	23-
5	1	7	1	1	2	212	339	173	34	95.841698	Regarding
5	1	7	1	1	3	399	340	91	27	96.851501	loose
5	1	7	1	1	4	503	341	120	26	95.788002	areolar
5	1	7	1	1	5	633	341	186	26	95.788002	connective
5	1	7	1	1	6	830	341	112	32	96.594444	tissue,
5	1	7	1	1	7	957	342	20	26	95.458694	it
5	1	7	1	1	8	989	342	38	26	95.458694	is:
2	1	8	0	0	0	210	380	437	36	-1	
3	1	8	1	0	0	210	380	437	36	-1	
4	1	8	1	1	0	210	380	437	36	-1	
5	1	8	1	1	1	210	386	27	21	96.807816	a.
5	1	8	1	1	2	251	380	98	35	96.688881	Giving
5	1	8	1	1	3	362	381	48	27	97.005142	the
5	1	8	1	1	4	422	382	61	26	96.985481	skin
5	1	8	1	1	5	499	382	32	26	96.593491	its
5	1	8	1	1	6	544	382	103	34	96.597946	shape.
2	1	9	0	0	0	914	383	454	35	-1	
3	1	9	1	0	0	914	383	454	35	-1	
4	1	9	1	1	0	914	383	454	35	-1	
5	1	9	1	1	1	914	383	27	26	89.911835	b.
5	1	9	1	1	2	956	383	128	34	96.285912	Forming
5	1	9	1	1	3	1098	385	107	25	95.715477	stroma
5	1	9	1	1	4	1217	384	30	26	96.511200	of
5	1	9	1	1	5	1256	384	112	34	95.933655	glands.
2	1	10	0	0	0	210	423	595	35	-1	
3	1	10	1	0	0	210	423	595	35	-1	
4	1	10	1	1	0	210	423	595	35	-1	
5	1	10	1	1	1	210	429	26	20	93.018814	c.
5	1	10	1	1	2	250	423	61	27	96.258423	The
5	1	10	1	1	3	323	425	184	26	96.326660	commonest
5	1	10	1	1	4	518	425	66	33	96.301712	type
5	1	10	1	1	5	597	425	30	26	96.546677	of
5	1	10	1	1	6	638	424	45	27	96.707405	CT
5	1	10	1	1	7	696	431	109	27	96.586868	proper.
2	1	11	0	0	0	910	425	330	28	-1	
3	1	11	1	0	0	910	425	330	28	-1	
4	1	11	1	1	0	910	425	330	28	-1	
5	1	11	1	1	1	910	426	29	26	91.862076	d.
5	1	11	1	1	2	952	425	153	27	96.762985	Abundant
5	1	11	1	1	3	1118	426	23	26	96.911011	in
5	1	11	1	1	4	1156	426	84	27	96.550537	brain.
2	1	12	0	0	0	150	488	1050	32	-1	
3	1	12	1	0	0	150	488	1050	32	-1	
4	1	12	1	1	0	150	488	1050	32	-1	
5	1	12	1	1	1	150	488	49	28	93.091789	24-
5	1	12	1	1	2	210	489	62	27	96.634087	The
5	1	12	1	1	3	286	490	139	27	95.368607	reticular
5	1	12	1	1	4	436	491	186	27	95.368607	connective
5	1	12	1	1	5	634	491	101	27	96.128723	tissue
5	1	12	1	1	6	747	497	60	21	96.819481	can
5	1	12	1	1	7	821	492	38	27	96.594589	be
5	1	12	1	1	8	872	492	235	27	96.704956	demonstrated
5	1	12	1	1	9	1120	493	80	27	96.704956	with:
2	1	13	0	0	0	209	531	270	28	-1	
3	1	13	1	0	0	209	531	270	28	-1	
4	1	13	1	1	0	209	531	270	28	-1	
5	1	13	1	1	1	209	537	26	20	93.271194	a.
5	1	13	1	1	2	249	531	144	28	93.081047	Toluidine
5	1	13	1	1	3	406	532	73	27	96.606255	blue.
2	1	14	0	0	0	907	534	130	26	-1	
3	1	14	1	0	0	907	534	130	26	-1	
4	1	14	1	1	0	907	534	130	26	-1	
5	1	14	1	1	1	907	534	26	26	93.066177	b.
5	1	14	1	1	2	948	534	89	26	96.201347	silver.
2	1	15	0	0	0	208	573	120	27	-1	
3	1	15	1	0	0	208	573	120	27	-1	
4	1	15	1	1	0	208	573	120	27	-1	
5	1	15	1	1	1	208	578	26	21	91.541069	c.
5	1	15	1	1	2	250	573	78	27	96.725456	H&E.
2	1	16	0	0	0	905	574	193	29	-1	
3	1	16	1	0	0	905	574	193	29	-1	
4	1	16	1	1	0	905	574	193	29	-1	
5	1	16	1	1	1	905	575	28	27	91.288681	d.
5	1	16	1	1	2	948	574	100	29	93.064072	Sudan
5	1	16	1	1	3	1063	576	35	26	75.396698	Ill.
2	1	17	0	0	0	148	639	512	35	-1	
3	1	17	1	0	0	148	639	512	35	-1	
4	1	17	1	1	0	148	639	512	35	-1	
5	1	17	1	1	1	148	639	50	27	88.904442	25-
5	1	17	1	1	2	209	639	188	34	88.904442	Histiocytes
5	1	17	1	1	3	410	641	150	33	96.381836	originate
5	1	17	1	1	4	572	641	88	26	96.309921	from:
2	1	18	0	0	0	225	681	174	34	-1	
3	1	18	1	0	0	225	681	174	34	-1	
4	1	18	1	1	0	225	681	174	34	-1	
5	1	18	1	1	1	225	687	26	20	93.288010	a.
5	1	18	1	1	2	267	681	132	34	91.404739	Pericyte.
2	1	19	0	0	0	908	683	265	34	-1	
3	1	19	1	0	0	908	683	265	34	-1	
4	1	19	1	1	0	908	683	265	34	-1	
5	1	19	1	1	1	908	683	28	26	93.139656	b.
5	1	19	1	1	2	950	683	223	34	96.626160	B-lymphocyte.
2	1	20	0	0	0	225	721	203	35	-1	
3	1	20	1	0	0	225	721	203	35	-1	
4	1	20	1	1	0	225	721	203	35	-1	
5	1	20	1	1	1	225	727	25	21	91.869057	c.
5	1	20	1	1	2	264	721	164	35	94.815323	Adipocyte.
2	1	21	0	0	0	905	723	203	34	-1	
3	1	21	1	0	0	905	723	203	34	-1	
4	1	21	1	1	0	905	723	203	34	-1	
5	1	21	1	1	1	905	724	28	26	93.226196	d.
5	1	21	1	1	2	948	723	160	34	96.164551	Monocyte.
2	1	22	0	0	0	147	787	1110	36	-1	
3	1	22	1	0	0	147	787	1110	36	-1	
4	1	22	1	1	0	147	787	1110	36	-1	
5	1	22	1	1	1	147	787	50	26	93.019135	26-
