level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1700	2200	-1	
2	1	1	0	0	0	593	115	459	16	-1	
3	1	1	1	0	0	593	115	459	16	-1	
4	1	1	1	1	0	593	115	459	16	-1	
5	1	1	1	1	1	593	115	459	16	95.000000	 
2	1	2	0	0	0	281	137	159	106	-1	
3	1	2	1	0	0	281	137	159	106	-1	
4	1	2	1	1	0	281	137	159	106	-1	
5	1	2	1	1	1	281	137	159	106	95.000000	   
2	1	3	0	0	0	314	234	117	17	-1	
3	1	3	1	0	0	314	234	117	17	-1	
4	1	3	1	1	0	314	234	117	17	-1	
5	1	3	1	1	1	314	240	44	11	17.733536	oa
5	1	3	1	1	2	369	244	28	7	52.094608	—
5	1	3	1	1	3	401	234	30	13	26.988083	al
2	1	4	0	0	0	263	275	1166	150	-1	
3	1	4	1	0	0	263	275	1166	145	-1	
4	1	4	1	1	0	265	275	1164	46	-1	
5	1	4	1	1	1	265	279	113	28	96.339165	Module
5	1	4	1	1	2	391	284	96	25	96.680260	Name:
5	1	4	1	1	3	501	286	185	33	95.860703	Introduction
5	1	4	1	1	4	699	297	54	24	96.908768	and
5	1	4	1	1	5	1012	288	76	25	93.194138	Date:
5	1	4	1	1	6	1103	285	43	24	93.194138	10/
5	1	4	1	1	7	1162	285	26	24	91.833260	12
5	1	4	1	1	8	1200	275	81	33	15.619593	12022
5	1	4	1	1	9	1381	298	48	23	36.833897	a
4	1	4	1	2	0	264	305	1115	79	-1	
5	1	4	1	2	1	264	355	113	27	96.471191	Module
5	1	4	1	2	2	388	357	90	25	96.379120	Code:
5	1	4	1	2	3	492	324	132	60	18.947048	Papen
5	1	4	1	2	4	636	325	112	55	96.389374	System
5	1	4	1	2	5	1011	325	75	25	96.169067	Time
5	1	4	1	2	6	1097	321	125	25	96.540482	allowed:
5	1	4	1	2	7	1236	312	53	29	85.768257	120
5	1	4	1	2	8	1301	305	78	63	20.630112	iy
