level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2328	-1	
2	1	1	0	0	0	139	96	759	36	-1	
3	1	1	1	0	0	139	96	759	36	-1	
4	1	1	1	1	0	139	96	759	36	-1	
5	1	1	1	1	1	139	97	44	27	96.964401	16.
5	1	1	1	1	2	196	96	174	36	96.355270	Regarding
5	1	1	1	1	3	380	96	169	36	96.631523	fibroblast,
5	1	1	1	1	4	560	97	51	27	96.896408	the
5	1	1	1	1	5	622	96	153	36	96.789604	following
5	1	1	1	1	6	786	96	24	28	96.383308	is
5	1	1	1	1	7	822	99	76	24	96.312645	true:
2	1	2	0	0	0	980	148	498	29	-1	
3	1	2	1	0	0	980	148	498	29	-1	
4	1	2	1	1	0	980	148	498	29	-1	
5	1	2	1	1	1	980	149	28	27	89.573387	b.
5	1	2	1	1	2	1022	148	105	29	92.215065	Forms
5	1	2	1	1	3	1138	148	71	29	92.215065	C.T.
5	1	2	1	1	4	1221	148	93	29	92.590805	fibers
5	1	2	1	1	5	1326	148	29	29	92.590805	&
5	1	2	1	1	6	1368	149	110	28	96.023674	matrix
2	1	3	0	0	0	186	148	540	37	-1	
3	1	3	1	0	0	186	148	540	37	-1	
4	1	3	1	1	0	186	148	540	37	-1	
5	1	3	1	1	1	186	157	27	20	96.281433	a.
5	1	3	1	1	2	236	149	113	36	96.333366	Deeply
5	1	3	1	1	3	360	149	179	36	95.865875	acidophilic
5	1	3	1	1	4	549	148	177	37	96.102013	cytoplasm.
2	1	4	0	0	0	186	202	241	28	-1	
3	1	4	1	0	0	186	202	241	28	-1	
4	1	4	1	1	0	186	202	241	28	-1	
5	1	4	1	1	1	186	210	25	19	84.626129	c.
5	1	4	1	1	2	223	202	74	28	96.243706	Rich
5	1	4	1	1	3	311	202	28	27	93.061447	in
5	1	4	1	1	4	352	202	75	28	91.735825	sER.
2	1	5	0	0	0	1021	202	338	28	-1	
3	1	5	1	0	0	1021	202	338	28	-1	
4	1	5	1	1	0	1021	202	338	28	-1	
5	1	5	1	1	1	1021	202	30	28	92.487045	d.
5	1	5	1	1	2	1062	202	63	28	96.726212	Has
5	1	5	1	1	3	1137	202	79	28	96.560608	dark
5	1	5	1	1	4	1227	203	132	27	95.606628	nucleus.
2	1	6	0	0	0	138	290	1121	36	-1	
3	1	6	1	0	0	138	290	1121	36	-1	
4	1	6	1	1	0	138	290	1121	36	-1	
5	1	6	1	1	1	138	291	44	27	96.883301	17.
5	1	6	1	1	2	195	291	63	27	96.465607	The
5	1	6	1	1	3	270	291	164	30	96.465607	cytoplasm
5	1	6	1	1	4	446	291	35	27	96.249725	of
5	1	6	1	1	5	490	291	202	35	94.883766	macrophage
5	1	6	1	1	6	704	290	24	28	94.883766	is
5	1	6	1	1	7	740	290	63	27	96.595474	rich
5	1	6	1	1	8	816	291	29	26	96.988976	in
5	1	6	1	1	9	857	291	50	27	96.807396	the
5	1	6	1	1	10	918	291	153	35	96.281662	following
5	1	6	1	1	11	1081	291	178	35	96.190659	organelles:
2	1	7	0	0	0	185	342	434	35	-1	
3	1	7	1	0	0	185	342	434	35	-1	
4	1	7	1	1	0	185	342	434	35	-1	
5	1	7	1	1	1	185	350	27	19	96.651611	a.
5	1	7	1	1	2	223	342	89	35	96.141716	Golgi
