level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	52	109	1505	2063	-1	
3	1	1	1	0	0	52	109	1505	801	-1	
4	1	1	1	1	0	52	109	1505	46	-1	
5	1	1	1	1	1	52	109	5	6	0.000000	-
5	1	1	1	1	2	109	129	228	25	36.142220	>
5	1	1	1	1	3	343	131	604	6	11.741219	a
5	1	1	1	1	4	825	122	64	21	9.211569	a
5	1	1	1	1	5	964	135	38	2	20.605536	ae
5	1	1	1	1	6	1013	135	544	20	16.615276	ee
4	1	1	1	2	0	108	222	1448	91	-1	
5	1	1	1	2	1	108	229	298	61	12.566080	Pa
5	1	1	1	2	2	433	283	12	5	37.574425	J
5	1	1	1	2	3	584	241	65	37	28.755770	aa
5	1	1	1	2	4	684	218	73	86	25.851421	aay
5	1	1	1	2	5	770	264	21	3	57.460503	—
5	1	1	1	2	6	835	243	46	42	41.193176	th
5	1	1	1	2	7	906	218	44	86	38.571991	pe
5	1	1	1	2	8	985	218	52	86	45.437111	atl
5	1	1	1	2	9	1057	218	101	86	45.536629	Gs
5	1	1	1	2	10	1215	222	170	73	46.590656	ila
5	1	1	1	2	11	1365	218	22	86	71.589691	J
5	1	1	1	2	12	1553	265	3	48	88.564804	|
4	1	1	1	3	0	263	288	1113	26	-1	
5	1	1	1	3	1	263	291	81	18	18.399048	Sn
5	1	1	1	3	2	372	303	16	6	30.003843	on
5	1	1	1	3	3	394	288	42	17	30.078674	al
5	1	1	1	3	4	1224	295	152	19	60.500637	SS
4	1	1	1	4	0	107	347	1168	47	-1	
5	1	1	1	4	1	107	347	2	45	82.420013	|
5	1	1	1	4	2	215	360	122	28	96.073456	Module
5	1	1	1	4	3	351	361	104	28	96.296036	Name:
5	1	1	1	4	4	472	362	205	28	95.374634	Introduction
5	1	1	1	4	5	690	363	62	27	96.634033	and
5	1	1	1	4	6	983	365	85	28	93.270172	Date:
