level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2328	-1	
2	1	1	0	0	0	139	96	1339	89	-1	
3	1	1	1	0	0	139	96	1339	89	-1	
4	1	1	1	1	0	139	96	759	36	-1	
5	1	1	1	1	1	139	97	44	27	96.753197	16.
5	1	1	1	1	2	196	96	174	36	96.521332	Regarding
5	1	1	1	1	3	380	96	169	36	96.614273	fibroblast,
5	1	1	1	1	4	560	97	51	27	96.835236	the
5	1	1	1	1	5	622	96	153	36	96.263214	following
5	1	1	1	1	6	786	96	24	28	96.263214	is
5	1	1	1	1	7	822	99	76	24	96.699600	true:
4	1	1	1	2	0	186	148	1292	37	-1	
5	1	1	1	2	1	186	157	27	20	96.230431	a.
5	1	1	1	2	2	236	149	113	36	96.664604	Deeply
5	1	1	1	2	3	360	149	179	36	96.413818	acidophilic
5	1	1	1	2	4	549	148	177	37	95.975922	cytoplasm.
5	1	1	1	2	5	980	149	28	27	92.220413	b.
5	1	1	1	2	6	1022	148	105	29	92.930618	Forms
5	1	1	1	2	7	1138	148	71	29	91.063667	C.T.
5	1	1	1	2	8	1221	148	93	29	93.205231	fibers
5	1	1	1	2	9	1326	148	29	29	93.205231	&
5	1	1	1	2	10	1368	149	110	28	96.696022	matrix
2	1	2	0	0	0	186	202	1173	28	-1	
3	1	2	1	0	0	186	202	1173	28	-1	
4	1	2	1	1	0	186	202	1173	28	-1	
5	1	2	1	1	1	186	210	25	19	84.626129	c.
5	1	2	1	1	2	223	202	74	28	96.243706	Rich
5	1	2	1	1	3	311	202	28	27	93.061447	in
5	1	2	1	1	4	352	202	75	28	91.735825	sER.
5	1	2	1	1	5	1021	202	30	28	92.487045	d.
5	1	2	1	1	6	1062	202	63	28	96.726212	Has
5	1	2	1	1	7	1137	202	79	28	96.560608	dark
5	1	2	1	1	8	1227	203	132	27	95.606628	nucleus.
2	1	3	0	0	0	138	290	1329	138	-1	
3	1	3	1	0	0	138	290	1329	138	-1	
4	1	3	1	1	0	138	290	1121	36	-1	
5	1	3	1	1	1	138	291	44	27	96.883301	17.
5	1	3	1	1	2	195	291	63	27	96.465607	The
5	1	3	1	1	3	270	291	164	30	96.465607	cytoplasm
5	1	3	1	1	4	446	291	35	27	96.249725	of
5	1	3	1	1	5	490	291	202	35	94.883766	macrophage
5	1	3	1	1	6	704	290	24	28	94.883766	is
5	1	3	1	1	7	740	290	63	27	96.595474	rich
5	1	3	1	1	8	816	291	29	26	96.988976	in
5	1	3	1	1	9	857	291	50	27	96.807396	the
5	1	3	1	1	10	918	291	153	35	96.281662	following
5	1	3	1	1	11	1081	291	178	35	96.190659	organelles:
4	1	3	1	2	0	185	342	1282	35	-1	
5	1	3	1	2	1	185	350	27	19	96.651611	a.
5	1	3	1	2	2	223	342	89	35	96.141716	Golgi
5	1	3	1	2	3	324	345	165	32	93.297462	apparatus
5	1	3	1	2	4	501	342	30	28	90.344803	&
5	1	3	1	2	5	542	342	77	28	92.718842	sER.
5	1	3	1	2	6	990	342	28	27	92.485847	b.
5	1	3	1	2	7	1031	342	73	27	96.102310	Free
5	1	3	1	2	8	1117	342	149	27	93.218224	ribosome
5	1	3	1	2	9	1278	342	29	27	93.218224	&
5	1	3	1	2	10	1320	342	147	35	94.946892	lysosome
4	1	3	1	3	0	185	393	1203	35	-1	
5	1	3	1	3	1	185	401	25	19	89.412971	c.
5	1	3	1	3	2	222	393	89	35	96.363144	Golgi
5	1	3	1	3	3	322	396	166	32	93.097328	apparatus
5	1	3	1	3	4	499	393	30	27	93.097328	&
5	1	3	1	3	5	541	394	157	34	95.890839	lysosome.
5	1	3	1	3	6	990	393	29	27	92.714752	d.
5	1	3	1	3	7	1031	393	227	27	93.272957	Mitochondria
5	1	3	1	3	8	1270	393	29	27	93.039429	&
