level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1644	2328	-1	
2	1	1	0	0	0	133	102	1289	38	-1	
3	1	1	1	0	0	133	102	1289	38	-1	
4	1	1	1	1	0	133	102	1289	38	-1	
5	1	1	1	1	1	133	103	122	28	91.721603	24.Two
5	1	1	1	1	2	266	102	141	37	94.832970	adjacent
5	1	1	1	1	3	417	103	55	28	96.126282	cell
5	1	1	1	1	4	484	103	192	28	96.384964	membranes
5	1	1	1	1	5	687	102	67	29	96.589180	fuse
5	1	1	1	1	6	764	106	32	25	96.760696	at
5	1	1	1	1	7	806	103	113	28	96.415382	certain
5	1	1	1	1	8	933	103	99	37	96.449478	points
5	1	1	1	1	9	1044	103	60	29	96.449478	and
5	1	1	1	1	10	1115	103	129	29	96.648117	encircle
5	1	1	1	1	11	1254	104	50	28	96.374962	the
5	1	1	1	1	12	1315	104	54	28	95.693428	cell
5	1	1	1	1	13	1381	104	41	28	95.228165	in:
2	1	2	0	0	0	196	156	323	27	-1	
3	1	2	1	0	0	196	156	323	27	-1	
4	1	2	1	1	0	196	156	323	27	-1	
5	1	2	1	1	1	196	164	27	19	93.190865	a.
5	1	2	1	1	2	233	156	116	27	92.652702	Zonula
5	1	2	1	1	3	362	156	157	27	95.584908	adherens.
2	1	3	0	0	0	1017	156	338	28	-1	
3	1	3	1	0	0	1017	156	338	28	-1	
4	1	3	1	1	0	1017	156	338	28	-1	
5	1	3	1	1	1	1017	156	29	27	91.387329	b.
5	1	3	1	1	2	1057	156	117	28	91.809639	Zonula
5	1	3	1	1	3	1186	157	169	27	90.911110	occludens.
2	1	4	0	0	0	196	208	255	27	-1	
3	1	4	1	0	0	196	208	255	27	-1	
4	1	4	1	1	0	196	208	255	27	-1	
5	1	4	1	1	1	196	216	24	19	90.563492	c.
5	1	4	1	1	2	233	208	218	27	91.326485	Desmosomes.
2	1	5	0	0	0	1016	207	267	37	-1	
3	1	5	1	0	0	1016	207	267	37	-1	
4	1	5	1	1	0	1016	207	267	37	-1	
5	1	5	1	1	1	1016	208	30	27	92.548782	d.
5	1	5	1	1	2	1057	207	70	37	96.946747	Gap
5	1	5	1	1	3	1136	208	147	36	96.586655	junction.
2	1	6	0	0	0	132	302	897	31	-1	
3	1	6	1	0	0	132	302	897	31	-1	
4	1	6	1	1	0	132	302	897	31	-1	
5	1	6	1	1	1	132	302	47	28	96.125069	25.
5	1	6	1	1	2	192	303	63	27	96.434090	The
5	1	6	1	1	3	266	306	71	27	96.691368	type
5	1	6	1	1	4	348	302	35	27	96.368408	of
5	1	6	1	1	5	389	302	173	31	96.126259	epithelium
5	1	6	1	1	6	574	302	74	28	96.730728	with
5	1	6	1	1	7	659	303	175	27	95.781570	contractile
5	1	6	1	1	8	845	302	136	28	95.781570	function
5	1	6	1	1	9	993	303	36	27	96.246529	is:
2	1	7	0	0	0	195	353	357	36	-1	
3	1	7	1	0	0	195	353	357	36	-1	
4	1	7	1	1	0	195	353	357	36	-1	
5	1	7	1	1	1	195	362	28	19	96.301483	a.
5	1	7	1	1	2	233	353	126	28	95.770828	Surface
5	1	7	1	1	3	370	353	182	36	96.012665	epithelium.
2	1	8	0	0	0	1022	354	340	36	-1	
3	1	8	1	0	0	1022	354	340	36	-1	
4	1	8	1	1	0	1022	354	340	36	-1	
5	1	8	1	1	1	1022	354	28	27	88.521538	b.
5	1	8	1	1	2	1062	354	300	36	90.620430	Neuro-epithelium.
2	1	9	0	0	0	195	405	308	35	-1	
3	1	9	1	0	0	195	405	308	35	-1	
4	1	9	1	1	0	195	405	308	35	-1	
5	1	9	1	1	1	195	414	25	18	90.585609	c.
5	1	9	1	1	2	232	405	271	35	90.223434	Myo-epithelium.
2	1	10	0	0	0	1020	406	241	28	-1	
3	1	10	1	0	0	1020	406	241	28	-1	
4	1	10	1	1	0	1020	406	241	28	-1	
5	1	10	1	1	1	1020	406	30	27	92.618279	d.
5	1	10	1	1	2	1061	406	200	28	91.044350	Urothelium.
2	1	11	0	0	0	132	500	1116	37	-1	
3	1	11	1	0	0	132	500	1116	37	-1	
