level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1700	2200	-1	
2	1	1	0	0	0	232	139	1271	97	-1	
3	1	1	1	0	0	232	139	1271	97	-1	
4	1	1	1	1	0	232	139	1271	97	-1	
5	1	1	1	1	1	232	139	1271	97	95.000000	 
2	1	2	0	0	0	278	264	1068	74	-1	
3	1	2	1	0	0	278	264	1068	74	-1	
4	1	2	1	1	0	278	264	1068	74	-1	
5	1	2	1	1	1	278	292	40	25	84.803055	62-
5	1	2	1	1	2	328	293	22	23	84.803055	In
5	1	2	1	1	3	362	290	67	26	63.106209	Erb’s
5	1	2	1	1	4	439	284	129	35	95.183678	paralysis,
5	1	2	1	1	5	578	285	41	25	95.183678	the
5	1	2	1	1	6	628	282	131	29	96.178802	deformity
5	1	2	1	1	7	769	278	21	24	96.954704	is
5	1	2	1	1	8	801	280	15	54	51.669167	C
5	1	2	1	1	9	834	264	60	74	21.937399	vie
5	1	2	1	1	10	896	302	81	28	56.512943	tdrop.
5	1	2	1	1	11	1047	295	23	25	0.000000	_d.
5	1	2	1	1	12	1083	286	161	33	86.308990	Policeman's
5	1	2	1	1	13	1254	281	32	31	86.308990	tip
5	1	2	1	1	14	1296	279	50	30	78.522034	Pos
2	1	3	0	0	0	318	320	630	89	-1	
3	1	3	1	0	0	318	320	630	89	-1	
4	1	3	1	1	0	318	320	412	33	-1	
5	1	3	1	1	1	318	335	20	18	96.458984	a.
5	1	3	1	1	2	357	328	62	25	96.004486	Claw
5	1	3	1	1	3	427	322	67	27	96.004486	hand.
5	1	3	1	1	4	570	322	21	24	91.689835	b.
5	1	3	1	1	5	601	323	50	30	96.057831	Ape
5	1	3	1	1	6	662	320	68	26	96.057831	hand.
4	1	3	1	2	0	709	369	239	40	-1	
5	1	3	1	2	1	709	390	14	19	31.701756	5
5	1	3	1	2	2	734	389	13	18	93.357620	a
5	1	3	1	2	3	758	372	92	34	94.046181	branch
5	1	3	1	2	4	861	370	29	25	96.920311	of
5	1	3	1	2	5	897	369	51	24	95.472046	the:
2	1	4	0	0	0	1348	270	63	27	-1	
3	1	4	1	0	0	1348	270	63	27	-1	
4	1	4	1	1	0	1348	270	63	27	-1	
5	1	4	1	1	1	1348	270	63	27	91.822731	ition.
2	1	5	0	0	0	280	385	1001	246	-1	
3	1	5	1	0	0	280	385	1001	105	-1	
4	1	5	1	1	0	280	385	1001	74	-1	
5	1	5	1	1	1	280	393	97	25	5.614929	or
5	1	5	1	1	2	386	387	218	66	0.000000	eerie
5	1	5	1	1	3	613	385	94	31	48.195461	sar
5	1	5	1	1	4	846	408	21	24	92.456459	b.
5	1	5	1	1	5	881	405	55	42	95.976883	First
5	1	5	1	1	6	945	403	50	32	96.247055	part
5	1	5	1	1	7	1005	401	25	25	96.247055	of
5	1	5	1	1	8	1037	400	40	26	96.955002	the
5	1	5	1	1	9	1087	397	92	62	16.195297	pani
5	1	5	1	1	10	1188	394	93	64	39.887104	ay
4	1	5	1	2	0	319	428	868	62	-1	
5	1	5	1	2	1	319	436	20	54	12.553883	rs
5	1	5	1	2	2	350	428	92	61	35.387299	ona
5	1	5	1	2	3	451	460	49	29	96.820839	part
5	1	5	1	2	4	508	460	24	23	94.921371	of
5	1	5	1	2	5	540	460	37	24	96.946800	the
5	1	5	1	2	6	587	460	88	30	96.577415	axillary
5	1	5	1	2	7	684	459	78	27	96.922455	artery.
5	1	5	1	2	8	844	446	23	24	91.149269	d.
5	1	5	1	2	9	879	442	64	26	97.000763	Third
5	1	5	1	2	10	953	441	50	32	96.840469	part
5	1	5	1	2	11	1013	439	25	25	96.977737	of
5	1	5	1	2	12	1046	438	40	25	96.985939	the
5	1	5	1	2	13	1096	440	91	25	96.839386	axillary
3	1	5	2	0	0	281	498	804	122	-1	
4	1	5	2	1	0	281	498	774	78	-1	
5	1	5	2	1	1	281	528	38	23	92.736389	64-
5	1	5	2	1	2	328	526	48	24	93.287415	The
5	1	5	2	1	3	386	521	191	30	93.031906	suprascapular
5	1	5	2	1	4	585	527	74	34	95.121574	nerve
5	1	5	2	1	5	669	522	21	23	95.121574	is
5	1	5	2	1	6	701	526	13	18	96.786606	a
5	1	5	2	1	7	725	514	86	29	70.892334	branch
5	1	5	2	1	8	823	498	65	77	70.892334	from
5	1	5	2	1	9	898	508	78	68	37.700623	io
5	1	5	2	1	10	984	542	71	26	44.608501	cour
4	1	5	2	2	0	346	555	739	76	-1	
5	1	5	2	2	1	346	555	82	76	45.021385	tao
5	1	5	2	2	2	436	556	69	59	0.000000	une
5	1	5	2	2	3	515	556	193	31	0.000000	pennies
5	1	5	2	2	4	863	566	23	43	74.648857	d.
5	1	5	2	2	5	898	581	116	26	95.394554	Posterior
5	1	5	2	2	6	1022	578	63	25	95.394554	cord.
2	1	6	0	0	0	280	640	836	184	-1	
3	1	6	1	0	0	280	640	836	184	-1	
4	1	6	1	1	0	280	640	836	46	-1	
5	1	6	1	1	1	280	658	39	22	92.855202	65-
5	1	6	1	1	2	329	654	105	25	96.571396	Muscles
5	1	6	1	1	3	444	651	51	23	96.419220	that
5	1	6	1	1	4	504	653	76	23	95.246574	rotate
5	1	6	1	1	5	589	653	41	24	95.246574	the
5	1	6	1	1	6	640	654	102	30	93.047302	scapula
5	1	6	1	1	7	753	645	190	41	27.501659	downwardare
5	1	6	1	1	8	953	640	119	27	96.208191	attached
5	1	6	1	1	9	1082	641	34	22	96.978966	to:
4	1	6	1	2	0	318	680	659	40	-1	
5	1	6	1	2	1	318	697	20	17	96.245979	a.
5	1	6	1	2	2	357	687	75	26	96.106148	Dorsal
5	1	6	1	2	3	443	688	82	28	95.589035	aspect
5	1	6	1	2	4	534	688	24	23	93.264984	of
5	1	6	1	2	5	565	688	37	24	96.676453	the
5	1	6	1	2	6	613	690	80	24	95.765060	medial
5	1	6	1	2	7	703	688	82	26	93.141785	border
5	1	6	1	2	8	790	683	28	37	93.141785	of
5	1	6	1	2	9	830	676	32	48	95.223434	the
5	1	6	1	2	10	871	680	106	34	95.638008	scapula.
4	1	6	1	3	0	318	716	666	35	-1	
5	1	6	1	3	1	318	726	21	23	93.076866	b.
5	1	6	1	3	2	354	722	86	25	95.635109	Ventral
5	1	6	1	3	3	451	725	82	26	96.669296	aspect
5	1	6	1	3	4	541	724	24	23	96.669296	of
5	1	6	1	3	5	573	725	36	23	96.427971	the
5	1	6	1	3	6	620	726	80	23	96.811600	medial
5	1	6	1	3	7	711	719	113	30	95.612099	border
5	1	6	1	3	8	799	712	25	47	96.948669	of
5	1	6	1	3	9	829	718	40	25	5.898142	the
5	1	6	1	3	10	879	716	105	31	0.000000	scapula.
4	1	6	1	4	0	317	753	562	36	-1	
5	1	6	1	4	1	317	766	20	17	88.558281	c.
5	1	6	1	4	2	354	759	37	28	96.730408	Tip
5	1	6	1	4	3	401	758	23	23	96.934921	of
5	1	6	1	4	4	431	758	37	22	93.272957	the
5	1	6	1	4	5	478	760	104	23	87.139519	coracoid
5	1	6	1	4	6	593	766	96	23	92.449799	process
5	1	6	1	4	7	698	761	25	24	95.963394	of
5	1	6	1	4	8	729	761	39	23	95.963394	the
5	1	6	1	4	9	776	753	103	33	89.516243	scapula.
4	1	6	1	5	0	317	793	496	31	-1	
5	1	6	1	5	1	317	795	21	23	90.854836	d.
5	1	6	1	5	2	355	793	161	29	92.984390	Supraglenoid
5	1	6	1	5	3	526	796	98	24	96.278725	tubercle
5	1	6	1	5	4	634	797	24	23	96.989426	of
5	1	6	1	5	5	665	798	37	22	96.952431	the
5	1	6	1	5	6	712	793	101	31	96.823555	scapula.
2	1	7	0	0	0	279	850	839	104	-1	
3	1	7	1	0	0	279	850	839	104	-1	
4	1	7	1	1	0	279	850	787	36	-1	
5	1	7	1	1	1	279	854	38	23	84.388931	66-
5	1	7	1	1	2	326	853	120	24	95.403046	Structure
5	1	7	1	1	3	456	854	115	30	96.737610	crossing
5	1	7	1	1	4	581	856	137	29	95.590469	superficial
5	1	7	1	1	5	728	856	25	23	95.286423	to
5	1	7	1	1	6	763	846	36	48	80.496780	the
5	1	7	1	1	7	811	846	72	48	96.532120	flexor
5	1	7	1	1	8	898	850	168	25	96.277946	retinaculum:
4	1	7	1	2	0	316	887	688	38	-1	
5	1	7	1	2	1	316	894	20	17	96.502518	a.
5	1	7	1	2	2	355	887	87	24	96.816948	Median
5	1	7	1	2	3	453	893	74	19	96.606438	nerve.
5	1	7	1	2	4	733	908	4	14	0.000000	_/
5	1	7	1	2	5	818	887	22	24	38.845730	|b.
5	1	7	1	2	6	850	887	154	38	55.416527	Ulnarnerve.
4	1	7	1	3	0	316	921	802	33	-1	
5	1	7	1	3	1	316	928	20	17	90.149628	c.
5	1	7	1	3	2	347	922	76	23	96.963699	Flexor
5	1	7	1	3	3	430	921	114	29	93.211807	digitorum
5	1	7	1	3	4	554	926	150	28	63.602646	superficialis.
5	1	7	1	3	5	815	922	22	23	92.794670	d.
5	1	7	1	3	6	848	922	80	25	96.488640	Flexor
5	1	7	1	3	7	934	921	85	30	96.488640	pollicis
5	1	7	1	3	8	1028	921	90	28	95.949326	longus.
2	1	8	0	0	0	279	980	921	104	-1	
3	1	8	1	0	0	279	980	921	104	-1	
4	1	8	1	1	0	279	980	690	33	-1	
5	1	8	1	1	1	279	981	38	22	93.155861	67-
5	1	8	1	1	2	327	980	122	23	96.685638	Branches
5	1	8	1	1	3	459	981	27	22	97.006096	of
5	1	8	1	1	4	493	982	40	22	96.706299	the
5	1	8	1	1	5	544	984	71	23	96.480064	radial
5	1	8	1	1	6	624	986	77	27	96.480064	artery
5	1	8	1	1	7	709	985	25	21	96.992989	at
5	1	8	1	1	8	741	983	40	23	96.275009	the
5	1	8	1	1	9	789	982	68	24	94.356148	wrist
5	1	8	1	1	10	865	982	104	24	94.356148	include:
4	1	8	1	2	0	316	1012	884	35	-1	
5	1	8	1	2	1	316	1020	20	17	92.789139	a.
5	1	8	1	2	2	356	1012	26	25	92.356575	1*
5	1	8	1	2	3	391	1014	73	23	96.955780	dorsal
5	1	8	1	2	4	474	1018	135	28	96.742699	metacarpal
5	1	8	1	2	5	619	1020	76	27	96.719696	artery.
5	1	8	1	2	6	813	1016	22	24	78.269592	b.
5	1	8	1	2	7	844	1016	102	25	93.286026	Anterior
5	1	8	1	2	8	952	1017	161	23	90.438080	interosseous
5	1	8	1	2	9	1122	1016	78	28	96.771973	artery.
4	1	8	1	3	0	316	1046	821	38	-1	
5	1	8	1	3	1	316	1054	20	17	91.647614	c.
5	1	8	1	3	2	346	1046	29	25	84.896164	3
5	1	8	1	3	3	385	1054	104	18	96.236275	common
5	1	8	1	3	4	500	1051	84	27	96.683342	palmar
5	1	8	1	3	5	592	1053	70	28	96.995293	digital
5	1	8	1	3	6	672	1054	75	27	88.243507	artery.
5	1	8	1	3	7	811	1051	23	23	81.164772	d.
5	1	8	1	3	8	844	1048	35	26	40.949589	2"4
5	1	8	1	3	9	888	1056	84	28	95.320023	proper
