level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	153	175	1198	36	-1	
3	1	1	1	0	0	153	175	1198	36	-1	
4	1	1	1	1	0	153	175	1198	36	-1	
5	1	1	1	1	1	153	175	50	27	92.501717	89-
5	1	1	1	1	2	223	176	88	27	96.703278	What
5	1	1	1	1	3	324	177	139	26	96.663727	muscles
5	1	1	1	1	4	475	183	52	21	96.562393	are
5	1	1	1	1	5	541	183	173	28	96.718056	necessary
5	1	1	1	1	6	726	179	32	25	96.135529	to
5	1	1	1	1	7	772	178	79	27	96.299034	raise
5	1	1	1	1	8	864	179	52	26	96.727966	the
5	1	1	1	1	9	929	185	61	20	96.378540	arm
5	1	1	1	1	10	1002	179	101	27	96.378540	above
5	1	1	1	1	11	1115	180	52	26	96.589622	the
5	1	1	1	1	12	1180	180	171	27	96.695915	shoulder?
2	1	2	0	0	0	213	217	1161	35	-1	
3	1	2	1	0	0	213	217	1161	35	-1	
4	1	2	1	1	0	213	217	1161	35	-1	
5	1	2	1	1	1	213	223	26	20	96.403397	a.
5	1	2	1	1	2	262	217	67	27	96.819710	First
5	1	2	1	1	3	340	218	47	27	92.922592	the
5	1	2	1	1	4	398	219	231	33	92.114914	supraspinatus,
5	1	2	1	1	5	643	220	65	26	96.358208	next
5	1	2	1	1	6	718	219	50	27	96.619118	the
5	1	2	1	1	7	778	220	111	31	95.242447	deltoid,
5	1	2	1	1	8	904	220	56	27	96.638016	and
5	1	2	1	1	9	973	220	68	27	96.984619	then
5	1	2	1	1	10	1053	221	49	26	97.005371	the
5	1	2	1	1	11	1114	222	128	26	96.706146	serratus
5	1	2	1	1	12	1252	222	122	26	96.849945	anterior
2	1	3	0	0	0	214	259	1160	36	-1	
3	1	3	1	0	0	214	259	1160	36	-1	
4	1	3	1	1	0	214	259	1160	36	-1	
5	1	3	1	1	1	214	259	26	26	92.678947	b.
5	1	3	1	1	2	262	259	67	27	96.938683	First
5	1	3	1	1	3	339	260	48	26	96.921600	the
5	1	3	1	1	4	398	260	111	31	96.941353	deltoid,
