level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	109	129	311	15	-1	
3	1	1	1	0	0	109	129	311	15	-1	
4	1	1	1	1	0	109	129	311	15	-1	
5	1	1	1	1	1	109	129	311	15	23.902054	ee
2	1	2	0	0	0	615	133	713	6	-1	
3	1	2	1	0	0	615	133	713	6	-1	
4	1	2	1	1	0	615	133	713	6	-1	
5	1	2	1	1	1	615	133	39	2	18.905716	SR
5	1	2	1	1	2	1014	119	24	28	18.553228	ss
5	1	2	1	1	3	1018	135	282	4	17.113600	YS
5	1	2	1	1	4	1313	137	15	2	24.959040	IE
2	1	3	0	0	0	263	195	168	8	-1	
3	1	3	1	0	0	263	195	168	8	-1	
4	1	3	1	1	0	263	195	168	8	-1	
5	1	3	1	1	1	263	195	168	8	29.237633	ee
2	1	4	0	0	0	1237	200	136	9	-1	
3	1	4	1	0	0	1237	200	136	9	-1	
4	1	4	1	1	0	1237	200	136	9	-1	
5	1	4	1	1	1	1237	200	52	9	16.480999	et)
5	1	4	1	1	2	1310	201	63	6	23.408575	ame
2	1	5	0	0	0	286	229	120	55	-1	
3	1	5	1	0	0	286	229	120	55	-1	
4	1	5	1	1	0	286	229	120	55	-1	
5	1	5	1	1	1	286	229	120	55	46.895065	a
2	1	6	0	0	0	569	237	535	48	-1	
3	1	6	1	0	0	569	237	535	48	-1	
4	1	6	1	1	0	569	237	535	48	-1	
5	1	6	1	1	1	569	233	94	56	41.190815	BALA)
5	1	6	1	1	2	681	233	66	56	38.673477	Anal
5	1	6	1	1	3	775	264	14	3	79.918152	—
5	1	6	1	1	4	802	233	79	56	24.245163	ciel)
5	1	6	1	1	5	905	233	57	56	43.603828	werd
5	1	6	1	1	6	975	233	62	56	38.232197	cbt!
5	1	6	1	1	7	1054	233	50	56	60.396923	ds
2	1	7	0	0	0	1245	222	109	66	-1	
3	1	7	1	0	0	1245	222	109	66	-1	
4	1	7	1	1	0	1245	222	109	66	-1	
5	1	7	1	1	1	1245	222	109	66	52.488789	ire
2	1	8	0	0	0	284	297	17	7	-1	
3	1	8	1	0	0	284	297	17	7	-1	
4	1	8	1	1	0	284	297	17	7	-1	
5	1	8	1	1	1	284	297	17	7	79.307625	=
2	1	9	0	0	0	397	298	18	6	-1	
3	1	9	1	0	0	397	298	18	6	-1	
4	1	9	1	1	0	397	298	18	6	-1	
5	1	9	1	1	1	397	298	18	6	31.822920	<<
2	1	10	0	0	0	215	360	537	30	-1	
3	1	10	1	0	0	215	360	537	30	-1	
4	1	10	1	1	0	215	360	537	30	-1	
5	1	10	1	1	1	215	360	122	28	96.073456	Module
5	1	10	1	1	2	351	361	104	28	96.296036	Name:
5	1	10	1	1	3	472	362	205	28	95.374634	Introduction
5	1	10	1	1	4	690	363	62	27	96.634033	and
2	1	11	0	0	0	983	365	292	29	-1	
3	1	11	1	0	0	983	365	292	29	-1	
4	1	11	1	1	0	983	365	292	29	-1	
5	1	11	1	1	1	983	365	85	28	93.267426	Date:
5	1	11	1	1	2	1084	366	47	27	92.538681	18/
5	1	11	1	1	3	1144	366	36	28	91.126175	12
5	1	11	1	1	4	1192	366	83	28	91.126175	/2021
2	1	12	0	0	0	475	404	270	36	-1	
3	1	12	1	0	0	475	404	270	36	-1	
4	1	12	1	1	0	475	404	270	36	-1	
5	1	12	1	1	1	475	404	132	28	96.317459	Skeletal
5	1	12	1	1	2	621	405	124	35	96.317459	System
2	1	13	0	0	0	982	408	452	29	-1	
3	1	13	1	0	0	982	408	452	29	-1	
4	1	13	1	1	0	982	408	452	29	-1	
5	1	13	1	1	1	982	408	82	27	96.727676	Time
5	1	13	1	1	2	1077	408	139	28	96.243813	allowed:
5	1	13	1	1	3	1232	409	54	27	96.568733	120
5	1	13	1	1	4	1300	410	134	27	96.493660	minutes
2	1	14	0	0	0	214	444	383	29	-1	
3	1	14	1	0	0	214	444	383	29	-1	
4	1	14	1	1	0	214	444	383	29	-1	
5	1	14	1	1	1	214	444	123	28	96.111816	Module
5	1	14	1	1	2	349	445	97	28	93.286278	Code:
5	1	14	1	1	3	462	446	70	27	90.711090	ISK-
5	1	14	1	1	4	545	446	52	27	95.224365	101
2	1	15	0	0	0	981	450	376	28	-1	
3	1	15	1	0	0	981	450	376	28	-1	
4	1	15	1	1	0	981	450	376	28	-1	
5	1	15	1	1	1	981	450	84	27	96.742981	Total
5	1	15	1	1	2	1079	450	110	27	95.625610	Marks:
5	1	15	1	1	3	1206	451	37	27	95.576439	72
5	1	15	1	1	4	1256	452	101	26	95.576439	marks
2	1	16	0	0	0	213	486	350	29	-1	
3	1	16	1	0	0	213	486	350	29	-1	
4	1	16	1	1	0	213	486	350	29	-1	
5	1	16	1	1	1	213	486	64	27	96.561249	End
5	1	16	1	1	2	290	487	34	27	96.357323	of
5	1	16	1	1	3	336	487	122	28	96.235863	Module
5	1	16	1	1	4	473	488	90	27	96.734306	Exam
2	1	17	0	0	0	982	491	348	35	-1	
3	1	17	1	0	0	982	491	348	35	-1	
4	1	17	1	1	0	982	491	348	35	-1	
5	1	17	1	1	1	982	491	135	28	96.669212	Number
5	1	17	1	1	2	1127	492	34	27	96.512703	of
5	1	17	1	1	3	1172	498	109	28	96.680435	pages:
5	1	17	1	1	4	1298	493	32	26	96.469109	11
2	1	18	0	0	0	185	561	1291	38	-1	
3	1	18	1	0	0	185	561	1291	38	-1	
4	1	18	1	1	0	185	561	1291	38	-1	
5	1	18	1	1	1	185	561	71	31	96.809731	The
5	1	18	1	1	2	268	569	99	24	96.251419	exam
5	1	18	1	1	3	383	563	159	31	94.759216	consists
5	1	18	1	1	4	556	563	38	31	95.464737	of
5	1	18	1	1	5	607	564	63	31	93.274696	120
5	1	18	1	1	6	684	563	113	35	92.404594	MCQs
5	1	18	1	1	7	810	566	35	30	96.151901	to
5	1	18	1	1	8	860	565	43	31	96.501770	be
5	1	18	1	1	9	917	566	182	31	96.352562	answered
5	1	18	1	1	10	1115	566	30	31	96.564583	in
5	1	18	1	1	11	1159	566	59	32	96.564583	the
5	1	18	1	1	12	1233	566	127	32	96.406197	bubble
5	1	18	1	1	13	1372	568	104	31	96.449112	sheet
2	1	19	0	0	0	149	660	98	27	-1	
3	1	19	1	0	0	149	660	98	27	-1	
4	1	19	1	1	0	149	660	98	27	-1	
5	1	19	1	1	1	149	660	98	27	84.886269	Identi:
2	1	20	0	0	0	290	661	1199	32	-1	
3	1	20	1	0	0	290	661	1199	32	-1	
4	1	20	1	1	0	290	661	1199	32	-1	
5	1	20	1	1	1	290	661	51	26	96.429977	the
5	1	20	1	1	2	354	661	111	27	95.792259	choice
5	1	20	1	1	3	477	662	66	26	96.253151	that
5	1	20	1	1	4	552	662	76	27	96.806038	best
5	1	20	1	1	5	637	662	178	28	96.371918	completes
5	1	20	1	1	6	826	663	52	27	96.462662	the
5	1	20	1	1	7	888	665	173	26	96.651535	statement
5	1	20	1	1	8	1070	670	38	21	96.516403	or
5	1	20	1	1	9	1115	670	143	22	96.717857	answers
5	1	20	1	1	10	1269	665	53	27	96.317017	the
5	1	20	1	1	11	1355	666	134	27	96.478920	question.
2	1	21	0	0	0	150	716	1197	39	-1	
3	1	21	1	0	0	150	716	1197	39	-1	
4	1	21	1	1	0	150	716	1197	39	-1	
5	1	21	1	1	1	150	717	29	26	92.940239	1-
5	1	21	1	1	2	197	716	141	36	96.481369	Storage,
5	1	21	1	1	3	353	719	174	34	96.551247	packaging
5	1	21	1	1	4	540	719	61	27	96.357170	and
5	1	21	1	1	5	614	719	152	27	96.643555	chemical
5	1	21	1	1	6	780	720	210	27	96.464859	modification
5	1	21	1	1	7	1004	721	34	27	96.877556	of
5	1	21	1	1	8	1050	722	137	33	96.656082	proteins
5	1	21	1	1	9	1201	728	96	21	96.656082	occur
5	1	21	1	1	10	1308	723	39	26	96.950111	in:
2	1	22	0	0	0	196	761	305	28	-1	
3	1	22	1	0	0	196	761	305	28	-1	
4	1	22	1	1	0	196	761	305	28	-1	
5	1	22	1	1	1	196	766	27	21	96.377296	a.
5	1	22	1	1	2	246	761	71	26	95.239021	Free
5	1	22	1	1	3	330	761	171	28	94.837593	ribosomes.
2	1	23	0	0	0	909	764	363	28	-1	
3	1	23	1	0	0	909	764	363	28	-1	
4	1	23	1	1	0	909	764	363	28	-1	
5	1	23	1	1	1	909	764	27	27	91.854782	b.
5	1	23	1	1	2	949	764	140	27	95.935120	Attached
5	1	23	1	1	3	1103	765	169	27	96.091644	ribosomes.
2	1	24	0	0	0	196	803	308	36	-1	
3	1	24	1	0	0	196	803	308	36	-1	
4	1	24	1	1	0	196	803	308	36	-1	
5	1	24	1	1	1	196	810	27	20	90.846741	c.
5	1	24	1	1	2	245	803	81	35	96.729279	Golgi
5	1	24	1	1	3	339	807	165	32	96.706238	apparatus.
2	1	25	0	0	0	910	807	257	35	-1	
3	1	25	1	0	0	910	807	257	35	-1	
4	1	25	1	1	0	910	807	257	35	-1	
5	1	25	1	1	1	910	808	29	26	88.349861	d.
5	1	25	1	1	2	954	807	213	35	96.537880	Cytoskeleton.
2	1	26	0	0	0	147	874	832	36	-1	
3	1	26	1	0	0	147	874	832	36	-1	
4	1	26	1	1	0	147	874	832	36	-1	
5	1	26	1	1	1	147	874	30	27	92.518562	2-
5	1	26	1	1	2	195	874	131	28	96.001862	Smooth
5	1	26	1	1	3	339	876	218	34	95.975807	endoplasmic
5	1	26	1	1	4	571	876	157	27	96.398163	reticulum
5	1	26	1	1	5	744	877	27	26	96.837288	is
5	1	26	1	1	6	785	877	141	27	96.475922	involved
5	1	26	1	1	7	940	878	39	27	96.506012	in:
2	1	27	0	0	0	195	918	411	36	-1	
3	1	27	1	0	0	195	918	411	36	-1	
4	1	27	1	1	0	195	918	411	36	-1	
5	1	27	1	1	1	195	924	27	20	96.328148	a.
5	1	27	1	1	2	245	918	211	28	96.430077	Detoxification
5	1	27	1	1	3	470	920	30	26	97.016975	of
5	1	27	1	1	4	510	920	96	34	96.939667	drugs.
2	1	28	0	0	0	903	921	322	35	-1	
3	1	28	1	0	0	903	921	322	35	-1	
4	1	28	1	1	0	903	921	322	35	-1	
5	1	28	1	1	1	903	921	28	27	92.588089	b.
5	1	28	1	1	2	946	921	110	27	96.670555	Protein
5	1	28	1	1	3	1069	922	156	34	96.067612	synthesis.
2	1	29	0	0	0	194	961	339	35	-1	
3	1	29	1	0	0	194	961	339	35	-1	
4	1	29	1	1	0	194	961	339	35	-1	
5	1	29	1	1	1	194	967	27	21	90.293564	c.
5	1	29	1	1	2	236	961	112	35	96.898720	Energy
5	1	29	1	1	3	360	963	173	32	96.828575	production.
2	1	30	0	0	0	910	964	296	35	-1	
3	1	30	1	0	0	910	964	296	35	-1	
4	1	30	1	1	0	910	964	296	35	-1	
5	1	30	1	1	1	910	964	28	27	93.152626	d.
5	1	30	1	1	2	953	964	59	28	95.853767	Cell
5	1	30	1	1	3	1025	965	181	34	96.136299	recognition.
2	1	31	0	0	0	146	1030	909	36	-1	
3	1	31	1	0	0	146	1030	909	36	-1	
4	1	31	1	1	0	146	1030	909	36	-1	
5	1	31	1	1	1	146	1030	30	26	92.552429	3-
5	1	31	1	1	2	194	1030	63	27	96.788689	The
5	1	31	1	1	3	269	1032	60	25	96.484146	two
5	1	31	1	1	4	342	1031	167	28	96.012955	ribosomal
5	1	31	1	1	5	523	1032	147	27	95.542892	subunits
5	1	31	1	1	6	680	1032	64	34	95.542892	join
5	1	31	1	1	7	758	1033	77	27	95.975624	each
5	1	31	1	1	8	850	1033	91	27	95.975624	other
5	1	31	1	1	9	952	1034	28	27	95.792877	in
5	1	31	1	1	10	993	1034	62	27	96.901176	the:
2	1	32	0	0	0	194	1073	528	37	-1	
3	1	32	1	0	0	194	1073	528	37	-1	
4	1	32	1	1	0	194	1073	528	37	-1	
5	1	32	1	1	1	194	1079	26	21	93.208069	a.
5	1	32	1	1	2	243	1073	165	35	91.957130	Cytoplasm
5	1	32	1	1	3	422	1075	97	35	96.186699	during
5	1	32	1	1	4	533	1076	51	26	91.335304	cell
5	1	32	1	1	5	597	1076	125	27	96.860733	division.
2	1	33	0	0	0	880	1077	598	37	-1	
3	1	33	1	0	0	880	1077	598	37	-1	
4	1	33	1	1	0	880	1077	598	37	-1	
5	1	33	1	1	1	880	1077	27	27	91.171219	b.
5	1	33	1	1	2	922	1077	166	34	90.867386	Cytoplasm
5	1	33	1	1	3	1102	1078	96	35	96.629837	during
5	1	33	1	1	4	1213	1079	104	33	96.876823	protein
5	1	33	1	1	5	1331	1080	147	34	96.420685	synthesis
2	1	34	0	0	0	193	1117	481	36	-1	
3	1	34	1	0	0	193	1117	481	36	-1	
4	1	34	1	1	0	193	1117	481	36	-1	
5	1	34	1	1	1	193	1123	27	21	92.572716	c.
5	1	34	1	1	2	236	1117	126	28	96.395958	Nucleus
5	1	34	1	1	3	374	1118	97	35	96.038139	during
5	1	34	1	1	4	484	1119	52	27	95.972191	cell
5	1	34	1	1	5	548	1119	126	27	96.929077	division.
2	1	35	0	0	0	890	1120	568	37	-1	
3	1	35	1	0	0	890	1120	568	37	-1	
4	1	35	1	1	0	890	1120	568	37	-1	
5	1	35	1	1	1	890	1120	28	28	90.490189	d.
5	1	35	1	1	2	934	1121	126	27	94.725838	Nucleus
5	1	35	1	1	3	1072	1121	97	35	96.508980	during
5	1	35	1	1	4	1184	1123	104	33	96.761978	protein
5	1	35	1	1	5	1302	1123	156	34	96.661972	synthesis.
2	1	36	0	0	0	144	1186	629	39	-1	
3	1	36	1	0	0	144	1186	629	39	-1	
4	1	36	1	1	0	144	1186	629	39	-1	
5	1	36	1	1	1	144	1187	30	27	92.941902	4-
5	1	36	1	1	2	192	1186	63	29	95.146820	Cell
5	1	36	1	1	3	270	1188	178	28	95.708237	membrane
5	1	36	1	1	4	461	1195	59	21	95.708237	can
5	1	36	1	1	5	534	1189	39	28	96.646576	be
5	1	36	1	1	6	585	1190	124	27	96.199585	stained
5	1	36	1	1	7	724	1190	49	35	96.405960	by:
2	1	37	0	0	0	192	1231	107	29	-1	
3	1	37	1	0	0	192	1231	107	29	-1	
4	1	37	1	1	0	192	1231	107	29	-1	
5	1	37	1	1	1	192	1237	27	21	96.573647	a.
5	1	37	1	1	2	240	1231	59	29	96.781723	AG.
2	1	38	0	0	0	896	1235	237	35	-1	
3	1	38	1	0	0	896	1235	237	35	-1	
4	1	38	1	1	0	896	1235	237	35	-1	
5	1	38	1	1	1	896	1235	27	27	92.815689	b.
5	1	38	1	1	2	937	1235	110	35	91.759941	Tryban
5	1	38	1	1	3	1061	1236	72	27	96.288094	blue.
2	1	39	0	0	0	192	1275	330	36	-1	
3	1	39	1	0	0	192	1275	330	36	-1	
4	1	39	1	1	0	192	1275	330	36	-1	
5	1	39	1	1	1	192	1281	27	21	92.330704	c.
5	1	39	1	1	2	235	1275	57	28	41.705395	Iron
5	1	39	1	1	3	306	1276	216	35	96.184509	haematoxylin.
2	1	40	0	0	0	899	1279	213	28	-1	
3	1	40	1	0	0	899	1279	213	28	-1	
4	1	40	1	1	0	899	1279	213	28	-1	
5	1	40	1	1	1	899	1279	29	27	92.838593	d.
5	1	40	1	1	2	942	1279	120	28	92.081932	Saudan
5	1	40	1	1	3	1077	1280	35	27	86.721130	Ill.
2	1	41	0	0	0	143	1344	1100	40	-1	
3	1	41	1	0	0	143	1344	1100	40	-1	
4	1	41	1	1	0	143	1344	1100	40	-1	
5	1	41	1	1	1	143	1344	30	27	93.050179	5-
5	1	41	1	1	2	191	1344	69	28	96.483604	One
5	1	41	1	1	3	271	1345	35	27	96.995979	of
5	1	41	1	1	4	315	1346	53	27	96.944130	the
5	1	41	1	1	5	380	1346	155	35	96.546486	following
5	1	41	1	1	6	549	1347	27	27	96.714386	is
5	1	41	1	1	7	603	1353	3	21	96.535172	a
5	1	41	1	1	8	621	1347	221	28	95.796631	membranous
5	1	41	1	1	9	855	1349	208	33	95.607857	cytoplasmic
5	1	41	1	1	10	1074	1350	169	34	96.202629	organelle:
2	1	42	0	0	0	191	1389	236	33	-1	
3	1	42	1	0	0	191	1389	236	33	-1	
4	1	42	1	1	0	191	1389	236	33	-1	
5	1	42	1	1	1	191	1394	27	21	93.274193	a.
5	1	42	1	1	2	241	1389	186	33	90.625870	Lysosomes.
2	1	43	0	0	0	895	1391	210	29	-1	
3	1	43	1	0	0	895	1391	210	29	-1	
4	1	43	1	1	0	895	1391	210	29	-1	
5	1	43	1	1	1	895	1392	27	27	92.369431	b.
5	1	43	1	1	2	936	1391	169	29	89.766502	Centrioles.
2	1	44	0	0	0	190	1431	117	28	-1	
3	1	44	1	0	0	190	1431	117	28	-1	
4	1	44	1	1	0	190	1431	117	28	-1	
5	1	44	1	1	1	190	1438	27	20	77.900375	c.
5	1	44	1	1	2	232	1431	75	28	95.445595	Cilia.
2	1	45	0	0	0	894	1435	228	28	-1	
3	1	45	1	0	0	894	1435	228	28	-1	
4	1	45	1	1	0	894	1435	228	28	-1	
5	1	45	1	1	1	894	1435	28	27	92.931915	d.
5	1	45	1	1	2	937	1435	185	28	96.660027	Ribosomes.
2	1	46	0	0	0	141	1500	945	39	-1	
3	1	46	1	0	0	141	1500	945	39	-1	
4	1	46	1	1	0	141	1500	945	39	-1	
5	1	46	1	1	1	141	1501	31	26	92.274391	6-
5	1	46	1	1	2	190	1500	205	35	96.215050	Cytokeratin,
5	1	46	1	1	3	410	1502	255	28	96.712730	neurofilaments
